IDCode,Year,Nuclear (% sub energy),Renewables (% sub energy),Fossil fuels (% sub energy)
IDN,2016,0,5.034,94.966
IDN,2017,0,4.888,95.112
IDN,2018,0,4.915,95.085
IDN,2019,0,6.09,93.91
IRN,1965,0,4.814,95.186
IRN,1966,0,4.753,95.247
IRN,1967,0,4.657,95.343
IRN,1968,0,4.561,95.439
IRN,1969,0,4.479,95.521
IRN,1970,0,4.096,95.904
IRN,1971,0,4.023,95.977
IRN,1972,0,4.668,95.332
IRN,1973,0,3.307,96.693
IRN,1974,0,3.218,96.782
IRN,1975,0,2.903,97.097
IRN,1976,0,2.889,97.111
IRN,1977,0,2.634,97.366
IRN,1978,0,4.222,95.778
IRN,1979,0,3.392,96.608
IRN,1980,0,3.803,96.197
IRN,1981,0,4.144,95.856
IRN,1982,0,3.853,96.147
IRN,1983,0,3.176,96.824
IRN,1984,0,2.748,97.252
IRN,1985,0,2.538,97.462
IRN,1986,0,3.24,96.76
IRN,1987,0,3.35,96.65
IRN,1988,0,3.345,96.655
IRN,1989,0,2.496,97.504
IRN,1990,0,2.432,97.568
IRN,1991,0,1.702,98.298
IRN,1992,0,2.545,97.455
IRN,1993,0,3.156,96.844
IRN,1994,0,1.84,98.16
IRN,1995,0,2.096,97.904
IRN,1996,0,2.053,97.947
IRN,1997,0,1.338,98.662
IRN,1998,0,1.631,98.369
IRN,1999,0,1.057,98.943
IRN,2000,0,0.742,99.258
IRN,2001,0,0.76,99.24
IRN,2002,0,1.344,98.656
IRN,2003,0,1.563,98.437
IRN,2004,0,1.764,98.236
IRN,2005,0,1.981,98.019
IRN,2006,0,2.313,97.687
IRN,2007,0,2.086,97.914
IRN,2008,0,0.842,99.158
IRN,2009,0,0.737,99.263
IRN,2010,0,1.1,98.9
IRN,2011,0.011,1.091,98.898
IRN,2012,0.146,1.254,98.6
IRN,2013,0.404,1.39,98.206
IRN,2014,0.369,1.314,98.317
IRN,2015,0.316,1.204,98.48
IRN,2016,0.543,1.318,98.139
IRN,2017,0.554,1.405,98.041
IRN,2018,0.521,0.899,98.581
IRN,2019,0.463,2.132,97.406
IRQ,1965,0,0.965,99.035
IRQ,1966,0,1.135,98.865
IRQ,1967,0,1.283,98.717
IRQ,1968,0,1.45,98.55
IRQ,1969,0,1.364,98.636
IRQ,1970,0,1.311,98.689
IRQ,1971,0,1.388,98.612
IRQ,1972,0,1.171,98.829
IRQ,1973,0,1.739,98.261
IRQ,1974,0,2.434,97.566
IRQ,1975,0,2.551,97.449
IRQ,1976,0,1.988,98.012
IRQ,1977,0,2.378,97.622
IRQ,1978,0,3.091,96.909
IRQ,1979,0,3.591,96.409
IRQ,1980,0,2.017,97.983
IRQ,1981,0,1.794,98.206
IRQ,1982,0,1.69,98.31
IRQ,1983,0,1.527,98.473
IRQ,1984,0,1.415,98.585
IRQ,1985,0,1.197,98.803
IRQ,1986,0,1.061,98.939
IRQ,1987,0,3.83,96.17
IRQ,1988,0,3.285,96.715
IRQ,1989,0,2.932,97.068
IRQ,1990,0,5.661,94.339
IRQ,1991,0,3.885,96.115
IRQ,1992,0,6.005,93.995
IRQ,1993,0,5.225,94.775
IRQ,1994,0,4.628,95.372
IRQ,1995,0,5.37,94.63
IRQ,1996,0,4.718,95.282
IRQ,1997,0,4.101,95.899
IRQ,1998,0,5.481,94.519
IRQ,1999,0,4.194,95.806
IRQ,2000,0,2.958,97.042
IRQ,2001,0,3.025,96.975
IRQ,2002,0,3.918,96.082
IRQ,2003,0,4.387,95.613
IRQ,2004,0,4.938,95.062
IRQ,2005,0,4.356,95.644
IRQ,2006,0,4.322,95.678
IRQ,2007,0,3.705,96.295
IRQ,2008,0,2.28,97.72
IRQ,2009,0,1.959,98.041
IRQ,2010,0,2.335,97.665
IRQ,2011,0,2.065,97.935
IRQ,2012,0,2.496,97.504
IRQ,2013,0,2.439,97.561
IRQ,2014,0,1.574,98.426
IRQ,2015,0,1.412,98.588
IRQ,2016,0,1.6,98.4
IRQ,2017,0,1.051,98.949
IRQ,2018,0,0.837,99.163
IRQ,2019,0,1.015,98.985
IRL,1965,0,3.877,96.123
IRL,1966,0,3.117,96.883
IRL,1967,0,2.718,97.282
IRL,1968,0,2.228,97.772
IRL,1969,0,1.682,98.318
IRL,1970,0,2.946,97.054
IRL,1971,0,1.643,98.357
IRL,1972,0,2.296,97.704
IRL,1973,0,2.036,97.964
IRL,1974,0,2.475,97.525
IRL,1975,0,1.75,98.25
IRL,1976,0,1.944,98.056
IRL,1977,0,2.289,97.711
IRL,1978,0,2.062,97.938
IRL,1979,0,2.213,97.787
IRL,1980,0,2.32,97.68
IRL,1981,0,2.443,97.557
IRL,1982,0,2.295,97.705
IRL,1983,0,2.261,97.739
IRL,1984,0,2.012,97.988
IRL,1985,0,2.34,97.66
IRL,1986,0,2.378,97.622
IRL,1987,0,1.755,98.245
IRL,1988,0,2.243,97.757
IRL,1989,0,1.741,98.259
IRL,1990,0,1.656,98.344
IRL,1991,0,1.711,98.289
IRL,1992,0,1.873,98.127
IRL,1993,0,1.739,98.261
IRL,1994,0,2.014,97.986
IRL,1995,0,1.533,98.467
IRL,1996,0,1.517,98.483
IRL,1997,0,1.542,98.458
IRL,1998,0,2.073,97.927
IRL,1999,0,1.882,98.118
IRL,2000,0,1.908,98.092
IRL,2001,0,1.55,98.45
IRL,2002,0,2.085,97.915
IRL,2003,0,1.752,98.248
IRL,2004,0,2.105,97.895
IRL,2005,0,2.694,97.3
IRL,2006,0,3.464,96.52
IRL,2007,0,3.771,96.101
IRL,2008,0,4.831,94.831
IRL,2009,0,6.026,93.463
IRL,2010,0,5.45,93.935
IRL,2011,0,8.326,91.268
IRL,2012,0,8.104,91.467
IRL,2013,0,8.798,90.677
IRL,2014,0,9.955,89.409
IRL,2015,0,11.494,87.917
IRL,2016,0,10.488,88.811
IRL,2017,0,12.273,86.75
IRL,2018,0,13.708,85.315
IRL,2019,0,15.45,83.44
ISR,1965,0,0,100
ISR,1966,0,0,100
ISR,1967,0,0,100
ISR,1968,0,0,100
ISR,1969,0,0,100
ISR,1970,0,0,100
ISR,1971,0,0,100
ISR,1972,0,0,100
ISR,1973,0,0,100
ISR,1974,0,0,100
ISR,1975,0,0,100
ISR,1976,0,0,100
ISR,1977,0,0,100
ISR,1978,0,0,100
ISR,1979,0,0,100
ISR,1980,0,0,100
ISR,1981,0,0.006,99.994
ISR,1982,0,0.006,99.994
ISR,1983,0,0.003,99.997
ISR,1984,0,0.005,99.995
ISR,1985,0,0.006,99.994
ISR,1986,0,0.016,99.984
ISR,1987,0,0.024,99.976
ISR,1988,0,0.022,99.978
ISR,1989,0,0.006,99.994
ISR,1990,0,0.006,99.994
ISR,1991,0,0.012,99.988
ISR,1992,0,0.054,99.946
ISR,1993,0,0.045,99.955
ISR,1994,0,0.037,99.963
ISR,1995,0,0.036,99.964
ISR,1996,0,0.033,99.967
ISR,1997,0,0.035,99.965
ISR,1998,0,0.032,99.968
ISR,1999,0,0.041,99.959
ISR,2000,0,0.037,99.963
ISR,2001,0,0.024,99.976
ISR,2002,0,0.037,99.891
ISR,2003,0,0.048,99.88
ISR,2004,0,0.043,99.883
ISR,2005,0,0.041,99.882
ISR,2006,0,0.026,99.932
ISR,2007,0,0.024,99.941
ISR,2008,0,0.031,99.932
ISR,2009,0,0.1,99.859
ISR,2010,0,0.161,99.796
ISR,2011,0,0.277,99.674
ISR,2012,0,0.423,99.531
ISR,2013,0,0.534,99.429
ISR,2014,0,0.872,99.088
ISR,2015,0,1.124,98.835
ISR,2016,0,1.485,98.479
ISR,2017,0,1.402,98.565
ISR,2018,0,1.451,98.527
ISR,2019,0,2.302,97.677
ITA,1965,1.059,13.674,85.266
ITA,1966,1.073,13.078,85.849
ITA,1967,0.808,11.744,87.448
ITA,1968,0.611,10.976,88.414
ITA,1969,0.37,9.9,89.73
ITA,1970,0.633,8.888,90.479
ITA,1971,0.637,8.19,91.174
ITA,1972,0.654,8.145,91.201
ITA,1973,0.543,7.145,92.312
ITA,1974,0.589,7.265,92.146
ITA,1975,0.671,7.948,91.381
ITA,1976,0.637,7.189,92.174
ITA,1977,0.565,9.158,90.277
ITA,1978,0.721,8.026,91.254
ITA,1979,0.415,7.855,91.73
ITA,1980,0.358,7.97,91.672
ITA,1981,0.448,7.692,91.86
ITA,1982,1.148,7.592,91.259
ITA,1983,0.997,7.731,91.272
ITA,1984,1.169,7.788,91.042
ITA,1985,1.197,7.552,91.251
ITA,1986,1.453,7.4,91.147
ITA,1987,0.028,6.956,93.016
ITA,1988,0,6.988,93.012
ITA,1989,0,5.692,94.308
ITA,1990,0,5.309,94.691
ITA,1991,0,6.773,93.227
ITA,1992,0,6.812,93.188
ITA,1993,0,6.84,93.16
ITA,1994,0,7.31,92.69
ITA,1995,0,6.034,93.966
ITA,1996,0,6.718,93.282
ITA,1997,0,6.623,93.377
ITA,1998,0,6.489,93.511
ITA,1999,0,6.946,93.054
ITA,2000,0,6.791,93.209
ITA,2001,0,7.169,92.831
ITA,2002,0,6.384,93.616
ITA,2003,0,5.957,94.043
ITA,2004,0,6.809,93.191
ITA,2005,0,6.053,93.947
ITA,2006,0,6.325,93.675
ITA,2007,0,6.033,93.967
ITA,2008,0,7.679,92.321
ITA,2009,0,9.909,90.091
ITA,2010,0,10.704,89.296
