Code,Year,Access to electricity (% of population),IDEL
AFG,1990,0.01,1990AFG
AFG,1991,0.01,1991AFG
AFG,1992,0.01,1992AFG
AFG,1993,0.01,1993AFG
AFG,1994,0.01,1994AFG
AFG,1995,0.01,1995AFG
AFG,1996,0.01,1996AFG
AFG,1997,0.01,1997AFG
AFG,1998,0.021977138,1998AFG
AFG,1999,0.179634586,1999AFG
AFG,2000,0.959755898,2000AFG
AFG,2001,0.776536942,2001AFG
AFG,2002,6.267393589,2002AFG
AFG,2003,11.75196648,2003AFG
AFG,2004,17.23631859,2004AFG
AFG,2005,23,2005AFG
AFG,2006,28.2286129,2006AFG
AFG,2007,33.74868011,2007AFG
AFG,2008,42.4,2008AFG
AFG,2009,44.8548851,2009AFG
AFG,2010,42.7,2010AFG
AFG,2011,43.22201891,2011AFG
AFG,2012,69.1,2012AFG
AFG,2013,67.259552,2013AFG
AFG,2014,89.5,2014AFG
AFG,2015,71.5,2015AFG
AFG,2016,84.13713837,2016AFG
ALB,1990,100,1990ALB
ALB,1991,100,1991ALB
ALB,1992,100,1992ALB
ALB,1993,100,1993ALB
ALB,1994,100,1994ALB
ALB,1995,100,1995ALB
ALB,1996,100,1996ALB
ALB,1997,100,1997ALB
ALB,1998,100,1998ALB
ALB,1999,100,1999ALB
ALB,2000,100,2000ALB
ALB,2001,100,2001ALB
ALB,2002,100,2002ALB
ALB,2003,100,2003ALB
ALB,2004,100,2004ALB
ALB,2005,100,2005ALB
ALB,2006,100,2006ALB
ALB,2007,100,2007ALB
ALB,2008,100,2008ALB
ALB,2009,100,2009ALB
ALB,2010,100,2010ALB
ALB,2011,100,2011ALB
ALB,2012,100,2012ALB
ALB,2013,100,2013ALB
ALB,2014,100,2014ALB
ALB,2015,100,2015ALB
ALB,2016,100,2016ALB
DZA,1990,98.27137756,1990DZA
DZA,1991,98.37776947,1991DZA
DZA,1992,98.48365784,1992DZA
DZA,1993,98.58647919,1993DZA
DZA,1994,98.68318939,1994DZA
DZA,1995,98.77071381,1995DZA
DZA,1996,98.8460083,1996DZA
DZA,1997,98.90600586,1997DZA
DZA,1998,98.94764709,1998DZA
DZA,1999,98.96788025,1999DZA
DZA,2000,98.96515656,2000DZA
DZA,2001,98.94402313,2001DZA
DZA,2002,98.91053772,2002DZA
DZA,2003,98.87077332,2003DZA
DZA,2004,98.83078766,2004DZA
DZA,2005,98.79664612,2005DZA
DZA,2006,98.77441406,2006DZA
DZA,2007,98.7701416,2007DZA
DZA,2008,99.3,2008DZA
DZA,2009,98.82767487,2009DZA
DZA,2010,98.88497162,2010DZA
DZA,2011,98.95729828,2011DZA
DZA,2012,98.76466047,2012DZA
DZA,2013,99.13498688,2013DZA
DZA,2014,99.23434448,2014DZA
DZA,2015,99.33670807,2015DZA
DZA,2016,99.43956757,2016DZA
AND,1990,100,1990AND
AND,1991,100,1991AND
AND,1992,100,1992AND
AND,1993,100,1993AND
AND,1994,100,1994AND
AND,1995,100,1995AND
AND,1996,100,1996AND
AND,1997,100,1997AND
AND,1998,100,1998AND
AND,1999,100,1999AND
AND,2000,100,2000AND
AND,2001,100,2001AND
AND,2002,100,2002AND
AND,2003,100,2003AND
AND,2004,100,2004AND
AND,2005,100,2005AND
AND,2006,100,2006AND
AND,2007,100,2007AND
AND,2008,100,2008AND
AND,2009,100,2009AND
AND,2010,100,2010AND
AND,2011,100,2011AND
AND,2012,100,2012AND
AND,2013,100,2013AND
AND,2014,100,2014AND
AND,2015,100,2015AND
AND,2016,100,2016AND
AGO,1990,11.39780807,1990AGO
AGO,1991,12.57937908,1991AGO
AGO,1992,13.76043987,1992AGO
AGO,1993,14.93844128,1993AGO
AGO,1994,16.11032486,1994AGO
AGO,1995,17.27303123,1995AGO
AGO,1996,18.42350197,1996AGO
AGO,1997,19.55867577,1997AGO
AGO,1998,20.67549515,1998AGO
AGO,1999,21.77090073,1999AGO
AGO,2000,22.84335518,2000AGO
AGO,2001,20,2001AGO
AGO,2002,24.93909454,2002AGO
AGO,2003,25.97450829,2003AGO
AGO,2004,27.00970078,2004AGO
AGO,2005,28.05073547,2005AGO
AGO,2006,29.10367584,2006AGO
AGO,2007,37.5,2007AGO
AGO,2008,31.268013,2008AGO
AGO,2009,32.38246918,2009AGO
AGO,2010,33.5149498,2010AGO
AGO,2011,34.6,2011AGO
AGO,2012,35.82196426,2012AGO
AGO,2013,36.99048996,2013AGO
AGO,2014,32,2014AGO
AGO,2015,42,2015AGO
AGO,2016,40.52060699,2016AGO
ATG,1990,85.12319946,1990ATG
ATG,1991,85.65510559,1991ATG
ATG,1992,86.18650055,1992ATG
ATG,1993,86.71483612,1993ATG
ATG,1994,87.23705292,1994ATG
ATG,1995,87.75009155,1995ATG
ATG,1996,88.25089264,1996ATG
ATG,1997,88.73640442,1997ATG
ATG,1998,89.20355225,1998ATG
ATG,1999,89.64929199,1999ATG
ATG,2000,90.07208252,2000ATG
ATG,2001,90.47645569,2001ATG
ATG,2002,90.8684845,2002ATG
ATG,2003,91.25423431,2003ATG
ATG,2004,91.63976288,2004ATG
ATG,2005,92.2,2005ATG
ATG,2006,92.43440247,2006ATG
ATG,2007,92.85564423,2007ATG
ATG,2008,93.29940796,2008ATG
ATG,2009,93.7641983,2009ATG
ATG,2010,94.24700928,2010ATG
ATG,2011,94.55201403,2011ATG
ATG,2012,95.25469208,2012ATG
ATG,2013,95.77355194,2013ATG
ATG,2014,96.29841614,2014ATG
ATG,2015,96.82629395,2015ATG
ATG,2016,97.35466766,2016ATG
,1990,74.38423904,1990
,1991,74.38222009,1991
,1992,74.31316029,1992
,1993,75.34932484,1993
,1994,75.78852169,1994
,1995,76.21413797,1995
,1996,77.20514987,1996
,1997,77.57372994,1997
,1998,78.39551105,1998
,1999,78.96553167,1999
,2000,78.76232978,2000
,2001,80.14925651,2001
,2002,80.35997843,2002
,2003,81.35478764,2003
,2004,82.66240234,2004
,2005,83.68757621,2005
,2006,85.80029613,2006
,2007,84.73572324,2007
,2008,85.43282681,2008
,2009,85.18981512,2009
,2010,86.13613365,2010
,2011,86.78268328,2011
,2012,87.28824394,2012
,2013,88.38970515,2013
,2014,88.07677414,2014
,2015,88.51796739,2015
,2016,88.76865402,2016
ARG,1990,90.64082336,1990ARG
ARG,1991,91.12367249,1991ARG
ARG,1992,91.60601807,1992ARG
ARG,1993,92.08530426,1993ARG
ARG,1994,92.55847168,1994ARG
ARG,1995,93.02246094,1995ARG
ARG,1996,93.47421265,1996ARG
ARG,1997,93.91067505,1997ARG
ARG,1998,94.3287735,1998ARG
ARG,1999,94.72546387,1999ARG
ARG,2000,95.09920502,2000ARG
ARG,2001,95.51106347,2001ARG
ARG,2002,95.79750824,2002ARG
ARG,2003,96.13420868,2003ARG
ARG,2004,96.47068024,2004ARG
ARG,2005,96.81299591,2005ARG
ARG,2006,97.16722107,2006ARG
ARG,2007,97.53941345,2007ARG
ARG,2008,97.93412781,2008ARG
ARG,2009,98.36336517,2009ARG
ARG,2010,98.82,2010ARG
ARG,2011,99.21616364,2011ARG
ARG,2012,99.58441162,2012ARG
ARG,2013,99.83712769,2013ARG
ARG,2014,99.95924377,2014ARG
ARG,2015,99.99520874,2015ARG
ARG,2016,100,2016ARG
ARM,1990,97.68037415,1990ARM
ARM,1991,97.85359192,1991ARM
ARM,1992,98.02389526,1992ARM
ARM,1993,98.19134521,1993ARM
ARM,1994,98.3526001,1994ARM
ARM,1995,98.50465393,1995ARM
ARM,1996,98.64447021,1996ARM
ARM,1997,98.76902771,1997ARM
ARM,1998,98.87550354,1998ARM
ARM,1999,98.96206665,1999ARM
ARM,2000,98.9,2000ARM
ARM,2001,100,2001ARM
ARM,2002,98,2002ARM
ARM,2003,99.14831543,2003ARM
ARM,2004,99.17969513,2004ARM
ARM,2005,99.8,2005ARM
ARM,2006,99.26573181,2006ARM
ARM,2007,99.33103943,2007ARM
ARM,2008,99.41564941,2008ARM
ARM,2009,99.51981354,2009ARM
ARM,2010,99.8,2010ARM
ARM,2011,99.76715088,2011ARM
ARM,2012,99.87887573,2012ARM
ARM,2013,99.95405579,2013ARM
ARM,2014,99.98897552,2014ARM
ARM,2015,100,2015ARM
ARM,2016,100,2016ARM
ABW,1990,88.44535065,1990ABW
ABW,1991,88.78084564,1991ABW
ABW,1992,89.11582947,1992ABW
ABW,1993,89.44775391,1993ABW
ABW,1994,89.77355957,1994ABW
ABW,1995,90.09018707,1995ABW
ABW,1996,90.39458466,1996ABW
ABW,1997,90.68367767,1997ABW
ABW,1998,90.954422,1998ABW
ABW,1999,91.20375061,1999ABW
ABW,2000,91.660398,2000ABW
ABW,2001,91.63809204,2001ABW
ABW,2002,91.83371735,2002ABW
ABW,2003,92.0230484,2003ABW
ABW,2004,92.21216583,2004ABW
ABW,2005,92.40711975,2005ABW
ABW,2006,92.61398315,2006ABW
ABW,2007,92.83882141,2007ABW
ABW,2008,93.08616638,2008ABW
ABW,2009,93.35454559,2009ABW
ABW,2010,93.35629215,2010ABW
ABW,2011,93.94237518,2011ABW
ABW,2012,94.2558136,2012ABW
ABW,2013,94.57826233,2013ABW
ABW,2014,94.90672302,2014ABW
ABW,2015,95.23818207,2015ABW
ABW,2016,95.57014465,2016ABW
AUS,1990,100,1990AUS
AUS,1991,100,1991AUS
AUS,1992,100,1992AUS
AUS,1993,100,1993AUS
AUS,1994,100,1994AUS
AUS,1995,100,1995AUS
AUS,1996,100,1996AUS
AUS,1997,100,1997AUS
AUS,1998,100,1998AUS
AUS,1999,100,1999AUS
AUS,2000,100,2000AUS
AUS,2001,100,2001AUS
AUS,2002,100,2002AUS
AUS,2003,100,2003AUS
AUS,2004,100,2004AUS
AUS,2005,100,2005AUS
AUS,2006,100,2006AUS
AUS,2007,100,2007AUS
AUS,2008,100,2008AUS
AUS,2009,100,2009AUS
AUS,2010,100,2010AUS
AUS,2011,100,2011AUS
AUS,2012,100,2012AUS
AUS,2013,100,2013AUS
AUS,2014,100,2014AUS
AUS,2015,100,2015AUS
AUS,2016,100,2016AUS
AUT,1990,100,1990AUT
AUT,1991,100,1991AUT
AUT,1992,100,1992AUT
AUT,1993,100,1993AUT
AUT,1994,100,1994AUT
AUT,1995,100,1995AUT
AUT,1996,100,1996AUT
AUT,1997,100,1997AUT
AUT,1998,100,1998AUT
AUT,1999,100,1999AUT
AUT,2000,100,2000AUT
AUT,2001,100,2001AUT
AUT,2002,100,2002AUT
AUT,2003,100,2003AUT
AUT,2004,100,2004AUT
AUT,2005,100,2005AUT
AUT,2006,100,2006AUT
AUT,2007,100,2007AUT
AUT,2008,100,2008AUT
AUT,2009,100,2009AUT
AUT,2010,100,2010AUT
AUT,2011,100,2011AUT
AUT,2012,100,2012AUT
AUT,2013,100,2013AUT
AUT,2014,100,2014AUT
AUT,2015,100,2015AUT
AUT,2016,100,2016AUT
AZE,1990,95.87023163,1990AZE
AZE,1991,96.16372681,1991AZE
AZE,1992,96.45671844,1992AZE
AZE,1993,96.74664307,1993AZE
AZE,1994,97.03045654,1994AZE
AZE,1995,97.30509186,1995AZE
AZE,1996,97.56748962,1996AZE
AZE,1997,97.81459045,1997AZE
AZE,1998,98.02761841,1998AZE
AZE,1999,97,1999AZE
AZE,2000,98.90822245,2000AZE
AZE,2001,98.59178162,2001AZE
AZE,2002,100,2002AZE
AZE,2003,98.90182495,2003AZE
AZE,2004,99.05349731,2004AZE
AZE,2005,99.21097565,2005AZE
AZE,2006,99.5,2006AZE
AZE,2007,99.56214142,2007AZE
AZE,2008,99.74180603,2008AZE
AZE,2009,99.88473511,2009AZE
AZE,2010,99.96567535,2010AZE
AZE,2011,99.9,2011AZE
AZE,2012,99.99971008,2012AZE
AZE,2013,100,2013AZE
AZE,2014,100,2014AZE
AZE,2015,100,2015AZE
AZE,2016,100,2016AZE
BHS,1990,90.79119873,1990BHS
BHS,1991,91.3105011,1991BHS
BHS,1992,91.8292923,1992BHS
BHS,1993,92.34502411,1993BHS
BHS,1994,92.85463715,1994BHS
BHS,1995,93.35507202,1995BHS
BHS,1996,93.84327698,1996BHS
BHS,1997,94.316185,1997BHS
BHS,1998,94.77072906,1998BHS
BHS,1999,95.20387268,1999BHS
BHS,2000,95.61405182,2000BHS
BHS,2001,96.065547,2001BHS
BHS,2002,96.38525391,2002BHS
BHS,2003,96.75839996,2003BHS
BHS,2004,97.13132477,2004BHS
BHS,2005,97.51009369,2005BHS
BHS,2006,97.90076447,2006BHS
BHS,2007,98.32530212,2007BHS
BHS,2008,98.753685,2008BHS
BHS,2009,99.18226624,2009BHS
BHS,2010,99.56098938,2010BHS
BHS,2011,99.82565308,2011BHS
BHS,2012,99.95579529,2012BHS
BHS,2013,99.99473572,2013BHS
BHS,2014,100,2014BHS
BHS,2015,100,2015BHS
BHS,2016,100,2016BHS
BHR,2001,100,2001BHR
BHR,2002,100,2002BHR
BHR,2003,100,2003BHR
BHR,2004,100,2004BHR
BHR,2005,100,2005BHR
BHR,2006,100,2006BHR
BHR,2007,100,2007BHR
BHR,2008,100,2008BHR
BHR,2009,100,2009BHR
BHR,2010,100,2010BHR
BHR,2011,100,2011BHR
BHR,2012,100,2012BHR
BHR,2013,100,2013BHR
BHR,2014,100,2014BHR
BHR,2015,100,2015BHR
BHR,2016,100,2016BHR
BGD,1990,8.544374466,1990BGD
BGD,1991,14.29,1991BGD
BGD,1992,13.44425011,1992BGD
BGD,1993,15.89087391,1993BGD
BGD,1994,17.8,1994BGD
BGD,1995,20.76270866,1995BGD
BGD,1996,23.18179893,1996BGD
BGD,1997,22.4,1997BGD
BGD,1998,27.97103691,1998BGD
BGD,1999,30.33506584,1999BGD
BGD,2000,32,2000BGD
BGD,2001,34.998806,2001BGD
BGD,2002,37.30912399,2002BGD
BGD,2003,39.61315918,2003BGD
BGD,2004,40.6,2004BGD
BGD,2005,44.23,2005BGD
BGD,2006,50.52510246,2006BGD
BGD,2007,46.5,2007BGD
BGD,2008,51.24977493,2008BGD
BGD,2009,53.63285446,2009BGD
BGD,2010,55.26,2010BGD
BGD,2011,59.6,2011BGD
BGD,2012,60.87821579,2012BGD
BGD,2013,61.5,2013BGD
BGD,2014,62.4,2014BGD
BGD,2015,68.2046814,2015BGD
BGD,2016,75.92,2016BGD
BRB,2000,100,2000BRB
BRB,2001,100,2001BRB
BRB,2002,100,2002BRB
BRB,2003,100,2003BRB
BRB,2004,100,2004BRB
BRB,2005,100,2005BRB
BRB,2006,100,2006BRB
BRB,2007,100,2007BRB
BRB,2008,100,2008BRB
BRB,2009,100,2009BRB
BRB,2010,100,2010BRB
BRB,2011,100,2011BRB
BRB,2012,100,2012BRB
BRB,2013,100,2013BRB
BRB,2014,100,2014BRB
BRB,2015,100,2015BRB
BRB,2016,100,2016BRB
BLR,1990,100,1990BLR
BLR,1991,100,1991BLR
BLR,1992,100,1992BLR
BLR,1993,100,1993BLR
BLR,1994,100,1994BLR
BLR,1995,100,1995BLR
BLR,1996,100,1996BLR
BLR,1997,100,1997BLR
BLR,1998,100,1998BLR
BLR,1999,100,1999BLR
BLR,2000,100,2000BLR
BLR,2001,100,2001BLR
BLR,2002,100,2002BLR
BLR,2003,100,2003BLR
BLR,2004,100,2004BLR
BLR,2005,100,2005BLR
BLR,2006,100,2006BLR
BLR,2007,100,2007BLR
BLR,2008,100,2008BLR
BLR,2009,100,2009BLR
BLR,2010,100,2010BLR
BLR,2011,100,2011BLR
BLR,2012,100,2012BLR
BLR,2013,100,2013BLR
BLR,2014,100,2014BLR
BLR,2015,100,2015BLR
BLR,2016,100,2016BLR
BEL,1990,100,1990BEL
BEL,1991,100,1991BEL
BEL,1992,100,1992BEL
BEL,1993,100,1993BEL
BEL,1994,100,1994BEL
BEL,1995,100,1995BEL
BEL,1996,100,1996BEL
BEL,1997,100,1997BEL
BEL,1998,100,1998BEL
BEL,1999,100,1999BEL
BEL,2000,100,2000BEL
BEL,2001,100,2001BEL
BEL,2002,100,2002BEL
BEL,2003,100,2003BEL
BEL,2004,100,2004BEL
BEL,2005,100,2005BEL
BEL,2006,100,2006BEL
BEL,2007,100,2007BEL
BEL,2008,100,2008BEL
BEL,2009,100,2009BEL
BEL,2010,100,2010BEL
BEL,2011,100,2011BEL
BEL,2012,100,2012BEL
BEL,2013,100,2013BEL
BEL,2014,100,2014BEL
BEL,2015,100,2015BEL
BEL,2016,100,2016BEL
BLZ,1990,87.96473694,1990BLZ
BLZ,1991,88.18964386,1991BLZ
BLZ,1992,88.41403961,1992BLZ
BLZ,1993,88.63538361,1993BLZ
BLZ,1994,88.8506012,1994BLZ
BLZ,1995,89.05664825,1995BLZ
BLZ,1996,89.25045776,1996BLZ
BLZ,1997,89.42897034,1997BLZ
BLZ,1998,89.58912659,1998BLZ
BLZ,1999,89.72786713,1999BLZ
BLZ,2000,89.84365845,2000BLZ
BLZ,2001,89.94104004,2001BLZ
BLZ,2002,90.02607727,2002BLZ
BLZ,2003,90.10482788,2003BLZ
BLZ,2004,90.18335724,2004BLZ
BLZ,2005,90.26773071,2005BLZ
BLZ,2006,90.98853086,2006BLZ
BLZ,2007,90.47825623,2007BLZ
BLZ,2008,90.61502075,2008BLZ
BLZ,2009,90.77281189,2009BLZ
BLZ,2010,89.91722437,2010BLZ
BLZ,2011,91.68173599,2011BLZ
BLZ,2012,91.3423233,2012BLZ
BLZ,2013,91.55418396,2013BLZ
BLZ,2014,91.77205658,2014BLZ
BLZ,2015,91.8,2015BLZ
BLZ,2016,92.21431732,2016BLZ
BEN,1990,7.311272144,1990BEN
BEN,1991,8.683940887,1991BEN
BEN,1992,10.05609989,1992BEN
BEN,1993,11.42519951,1993BEN
BEN,1994,12.78818035,1994BEN
BEN,1995,14.14198494,1995BEN
BEN,1996,14.5,1996BEN
BEN,1997,16.80982399,1997BEN
BEN,1998,18.11774254,1998BEN
BEN,1999,19.40424538,1999BEN
BEN,2000,20.66779709,2000BEN
BEN,2001,21.9,2001BEN
BEN,2002,23.14573288,2002BEN
BEN,2003,24.37224388,2003BEN
BEN,2004,25.59853554,2004BEN
BEN,2005,26.8306675,2005BEN
BEN,2006,27.9,2006BEN
BEN,2007,29.33671188,2007BEN
BEN,2008,30.62123871,2008BEN
BEN,2009,31.92679214,2009BEN
BEN,2010,34.2,2010BEN
BEN,2011,36.9,2011BEN
BEN,2012,38.4,2012BEN
BEN,2013,37.29920578,2013BEN
BEN,2014,34.1,2014BEN
BEN,2015,40.03347778,2015BEN
BEN,2016,41.40261459,2016BEN
BMU,1990,100,1990BMU
BMU,1991,100,1991BMU
BMU,1992,100,1992BMU
BMU,1993,100,1993BMU
BMU,1994,100,1994BMU
BMU,1995,100,1995BMU
BMU,1996,100,1996BMU
BMU,1997,100,1997BMU
BMU,1998,100,1998BMU
BMU,1999,100,1999BMU
BMU,2000,100,2000BMU
BMU,2001,100,2001BMU
BMU,2002,100,2002BMU
BMU,2003,100,2003BMU
BMU,2004,100,2004BMU
BMU,2005,100,2005BMU
BMU,2006,100,2006BMU
BMU,2007,100,2007BMU
BMU,2008,100,2008BMU
BMU,2009,100,2009BMU
BMU,2010,100,2010BMU
BMU,2011,100,2011BMU
BMU,2012,100,2012BMU
BMU,2013,100,2013BMU
BMU,2014,100,2014BMU
BMU,2015,100,2015BMU
BMU,2016,100,2016BMU
BTN,1990,0.01,1990BTN
BTN,1991,0.481654525,1991BTN
BTN,1992,1.834139943,1992BTN
BTN,1993,3.678616524,1993BTN
BTN,1994,8.184187889,1994BTN
BTN,1995,12.68058109,1995BTN
BTN,1996,17.16473961,1996BTN
BTN,1997,21.63360023,1997BTN
BTN,1998,26.08410835,1998BTN
BTN,1999,30.51320076,1999BTN
BTN,2000,34.91934204,2000BTN
BTN,2001,39.3070755,2001BTN
BTN,2002,43.68245697,2002BTN
BTN,2003,41.1,2003BTN
BTN,2004,52.42043686,2004BTN
BTN,2005,59.80811164,2005BTN
BTN,2006,61.1817894,2006BTN
BTN,2007,71.8,2007BTN
BTN,2008,70.01350403,2008BTN
BTN,2009,74.46164703,2009BTN
BTN,2010,73.28291087,2010BTN
BTN,2011,83.40899658,2011BTN
BTN,2012,91.5,2012BTN
BTN,2013,92.40441895,2013BTN
BTN,2014,96.91264343,2014BTN
BTN,2015,98.42352295,2015BTN
BTN,2016,100,2016BTN
BOL,1990,56.38216782,1990BOL
BOL,1991,57.85351563,1991BOL
BOL,1992,59.32434845,1992BOL
BOL,1993,60.7921257,1993BOL
BOL,1994,64.1,1994BOL
BOL,1995,63.70626831,1995BOL
BOL,1996,71,1996BOL
BOL,1997,67.330431,1997BOL
BOL,1998,71.2,1998BOL
BOL,1999,70.929888,1999BOL
BOL,2000,69.963045,2000BOL
BOL,2001,69.258539,2001BOL
BOL,2002,63.996855,2002BOL
BOL,2003,72.3,2003BOL
BOL,2004,76.05091858,2004BOL
BOL,2005,68.288209,2005BOL
BOL,2006,76.211281,2006BOL
BOL,2007,80.156567,2007BOL
BOL,2008,84.674991,2008BOL
BOL,2009,86.765597,2009BOL
BOL,2010,84.29481506,2010BOL
BOL,2011,88.335943,2011BOL
BOL,2012,90.387375,2012BOL
BOL,2013,89.505686,2013BOL
BOL,2014,90.038729,2014BOL
BOL,2015,91.522822,2015BOL
BOL,2016,93.03913116,2016BOL
BIH,1990,96.88565063,1990BIH
BIH,1991,97.11223602,1991BIH
BIH,1992,97.33831024,1992BIH
BIH,1993,97.56132507,1993BIH
BIH,1994,97.77822113,1994BIH
BIH,1995,97.98593903,1995BIH
BIH,1996,98.16995239,1996BIH
BIH,1997,98.34786987,1997BIH
BIH,1998,98.50772095,1998BIH
BIH,1999,98.64764404,1999BIH
BIH,2000,98.76785278,2000BIH
BIH,2001,99.4,2001BIH
BIH,2002,98.5,2002BIH
BIH,2003,99.04735565,2003BIH
BIH,2004,99.1321106,2004BIH
BIH,2005,99.22267914,2005BIH
BIH,2006,99.38727699,2006BIH
BIH,2007,99.7,2007BIH
BIH,2008,99.58003998,2008BIH
BIH,2009,99.72540283,2009BIH
BIH,2010,99.85575867,2010BIH
BIH,2011,99.70578055,2011BIH
BIH,2012,99.98661804,2012BIH
BIH,2013,99.99848938,2013BIH
BIH,2014,100,2014BIH
BIH,2015,100,2015BIH
BIH,2016,100,2016BIH
BWA,1990,6.043880463,1990BWA
BWA,1991,10.1,1991BWA
BWA,1992,10.36972141,1992BWA
BWA,1993,12.52932739,1993BWA
BWA,1994,14.68281555,1994BWA
BWA,1995,16.82712746,1995BWA
BWA,1996,18.95920181,1996BWA
BWA,1997,21.07597923,1997BWA
BWA,1998,23.17440414,1998BWA
BWA,1999,25.25141525,1999BWA
BWA,2000,27.30547333,2000BWA
BWA,2001,24.8,2001BWA
BWA,2002,31.36442184,2002BWA
BWA,2003,33.38143921,2003BWA
BWA,2004,35.39823532,2004BWA
BWA,2005,37.42087555,2005BWA
BWA,2006,39.45542145,2006BWA
BWA,2007,41.50793457,2007BWA
BWA,2008,43.1,2008BWA
BWA,2009,45.67902756,2009BWA
BWA,2010,47.79311371,2010BWA
BWA,2011,53.24,2011BWA
BWA,2012,52.06333923,2012BWA
BWA,2013,54.21347046,2013BWA
BWA,2014,56.36960983,2014BWA
BWA,2015,58.52875137,2015BWA
BWA,2016,60.68839645,2016BWA
BRA,1990,87.475116,1990BRA
BRA,1991,89.83562469,1991BRA
BRA,1992,88.803833,1992BRA
BRA,1993,89.999927,1993BRA
BRA,1994,91.4888916,1994BRA
BRA,1995,91.728598,1995BRA
BRA,1996,92.867095,1996BRA
BRA,1997,93.354139,1997BRA
BRA,1998,94.193812,1998BRA
BRA,1999,94.76296,1999BRA
BRA,2000,94.46656799,2000BRA
BRA,2001,96.016528,2001BRA
BRA,2002,96.652996,2002BRA
BRA,2003,96.980098,2003BRA
BRA,2004,96.765107,2004BRA
BRA,2005,97.093513,2005BRA
BRA,2006,97.594314,2006BRA
BRA,2007,98.125382,2007BRA
BRA,2008,98.526625,2008BRA
BRA,2009,98.856938,2009BRA
BRA,2010,98.88305664,2010BRA
BRA,2011,99.328691,2011BRA
BRA,2012,99.519494,2012BRA
BRA,2013,99.575151,2013BRA
BRA,2014,99.650247,2014BRA
BRA,2015,99.710902,2015BRA
BRA,2016,100,2016BRA
BRN,1990,100,1990BRN
BRN,1991,100,1991BRN
BRN,1992,100,1992BRN
BRN,1993,100,1993BRN
BRN,1994,100,1994BRN
BRN,1995,100,1995BRN
BRN,1996,100,1996BRN
BRN,1997,100,1997BRN
BRN,1998,100,1998BRN
BRN,1999,100,1999BRN
BRN,2000,100,2000BRN
BRN,2001,100,2001BRN
BRN,2002,100,2002BRN
BRN,2003,100,2003BRN
BRN,2004,100,2004BRN
BRN,2005,100,2005BRN
BRN,2006,100,2006BRN
BRN,2007,100,2007BRN
BRN,2008,100,2008BRN
BRN,2009,100,2009BRN
BRN,2010,100,2010BRN
BRN,2011,100,2011BRN
BRN,2012,100,2012BRN
BRN,2013,100,2013BRN
BRN,2014,100,2014BRN
BRN,2015,100,2015BRN
BRN,2016,100,2016BRN
BGR,1990,100,1990BGR
BGR,1991,100,1991BGR
BGR,1992,100,1992BGR
BGR,1993,100,1993BGR
BGR,1994,100,1994BGR
BGR,1995,100,1995BGR
BGR,1996,100,1996BGR
BGR,1997,100,1997BGR
BGR,1998,100,1998BGR
BGR,1999,100,1999BGR
BGR,2000,100,2000BGR
BGR,2001,100,2001BGR
BGR,2002,100,2002BGR
BGR,2003,100,2003BGR
BGR,2004,100,2004BGR
BGR,2005,100,2005BGR
BGR,2006,100,2006BGR
BGR,2007,100,2007BGR
BGR,2008,100,2008BGR
BGR,2009,100,2009BGR
BGR,2010,100,2010BGR
BGR,2011,100,2011BGR
BGR,2012,100,2012BGR
BGR,2013,100,2013BGR
BGR,2014,100,2014BGR
BGR,2015,100,2015BGR
BGR,2016,100,2016BGR
BFA,1990,2.610557318,1990BFA
BFA,1991,3.308718681,1991BFA
BFA,1992,4.006370068,1992BFA
BFA,1993,6.1,1993BFA
BFA,1994,5.389437199,1994BFA
BFA,1995,6.068734169,1995BFA
BFA,1996,6.735794544,1996BFA
BFA,1997,7.387559414,1997BFA
BFA,1998,8.020970345,1998BFA
BFA,1999,6.9,1999BFA
BFA,2000,9.222010612,2000BFA
BFA,2001,9.792644501,2001BFA
BFA,2002,10.35093212,2002BFA
BFA,2003,11.4,2003BFA
BFA,2004,11.45471954,2004BFA
BFA,2005,12.01234436,2005BFA
BFA,2006,12.5818758,2006BFA
BFA,2007,13.16937447,2007BFA
BFA,2008,13.77939415,2008BFA
BFA,2009,14.4104414,2009BFA
BFA,2010,13.1,2010BFA
BFA,2011,15.72360229,2011BFA
BFA,2012,16.39970779,2012BFA
BFA,2013,17.08482742,2013BFA
BFA,2014,19.2,2014BFA
BFA,2015,18.47008133,2015BFA
BFA,2016,19.16471291,2016BFA
BDI,1990,0.348627061,1990BDI
BDI,1991,0.688546002,1991BDI
BDI,1992,1.027955055,1992BDI
BDI,1993,1.364305139,1993BDI
BDI,1994,1.694536924,1994BDI
BDI,1995,2.015591383,1995BDI
BDI,1996,2.324409485,1996BDI
BDI,1997,2.617931843,1997BDI
BDI,1998,3.9,1998BDI
BDI,1999,3.146853924,1999BDI
BDI,2000,3.377655506,2000BDI
BDI,2001,3.590047359,2001BDI
BDI,2002,3.79009223,2002BDI
BDI,2003,3.983853579,2003BDI
BDI,2004,4.17739439,2004BDI
BDI,2005,3.207317073,2005BDI
BDI,2006,4.588065624,2006BDI
BDI,2007,4.817322254,2007BDI
BDI,2008,4.8,2008BDI
BDI,2009,5.341904163,2009BDI
BDI,2010,5.3,2010BDI
BDI,2011,5.938580036,2011BDI
BDI,2012,6.5,2012BDI
BDI,2013,6.583319187,2013BDI
BDI,2014,7,2014BDI
BDI,2015,7.2520895,2015BDI
BDI,2016,7.588477135,2016BDI
KHM,1990,0.01,1990KHM
