Code,Year,Access to electricity (% of population),IDEL
ECU,2005,95.83265,2005ECU
ECU,2006,96.315259,2006ECU
ECU,2007,96.812618,2007ECU
ECU,2008,97.206576,2008ECU
ECU,2009,96.470862,2009ECU
ECU,2010,97.462142,2010ECU
ECU,2011,96.872699,2011ECU
ECU,2012,97.194929,2012ECU
ECU,2013,98.034674,2013ECU
ECU,2014,98.976067,2014ECU
ECU,2015,98.825883,2015ECU
ECU,2016,99.93681335,2016ECU
EGY,1990,93.95646667,1990EGY
EGY,1991,94.31864929,1991EGY
EGY,1992,93.4,1992EGY
EGY,1993,95.03894043,1993EGY
EGY,1994,95.39144135,1994EGY
EGY,1995,95.5,1995EGY
EGY,1996,96.0658493,1996EGY
EGY,1997,96.38163757,1997EGY
EGY,1998,96.67906952,1998EGY
EGY,1999,96.95509338,1999EGY
EGY,2000,97.7,2000EGY
EGY,2001,97.44282532,2001EGY
EGY,2002,97.66513062,2002EGY
EGY,2003,98.8,2003EGY
EGY,2004,98.10134888,2004EGY
EGY,2005,99.4,2005EGY
EGY,2006,99.04,2006EGY
EGY,2007,98.81959534,2007EGY
EGY,2008,99.8,2008EGY
EGY,2009,99.3794632,2009EGY
EGY,2010,99.64969635,2010EGY
EGY,2011,99.8531723,2011EGY
EGY,2012,99.7,2012EGY
EGY,2013,99.9950943,2013EGY
EGY,2014,99.8,2014EGY
EGY,2015,100,2015EGY
EGY,2016,100,2016EGY
SLV,1990,72.46346283,1990SLV
SLV,1991,69.60788,1991SLV
SLV,1992,74.59783936,1992SLV
SLV,1993,75.66170502,1993SLV
SLV,1994,76.71945953,1994SLV
SLV,1995,76.995504,1995SLV
SLV,1996,77.883,1996SLV
SLV,1997,79.82542419,1997SLV
SLV,1998,81.637983,1998SLV
SLV,1999,79.129592,1999SLV
SLV,2000,84.519249,2000SLV
SLV,2001,87.063829,2001SLV
SLV,2002,87.54906,2002SLV
SLV,2003,86.961151,2003SLV
SLV,2004,87.357045,2004SLV
SLV,2005,87.525839,2005SLV
SLV,2006,89.201467,2006SLV
SLV,2007,91.109558,2007SLV
SLV,2008,91.000227,2008SLV
SLV,2009,91.08402,2009SLV
SLV,2010,91.580238,2010SLV
SLV,2011,92.574686,2011SLV
SLV,2012,93.680571,2012SLV
SLV,2013,95.043105,2013SLV
SLV,2014,95.125416,2014SLV
SLV,2015,95.4,2015SLV
SLV,2016,98.61889648,2016SLV
GNQ,1990,58.59144211,1990GNQ
GNQ,1991,59.01051712,1991GNQ
GNQ,1992,59.42907715,1992GNQ
GNQ,1993,59.8445816,1993GNQ
GNQ,1994,60.25396729,1994GNQ
GNQ,1995,60.6541748,1995GNQ
GNQ,1996,61.04214859,1996GNQ
GNQ,1997,61.41482162,1997GNQ
GNQ,1998,61.76914597,1998GNQ
GNQ,1999,62.10205078,1999GNQ
GNQ,2000,62.41200638,2000GNQ
GNQ,2001,62.70355225,2001GNQ
GNQ,2002,62.98274994,2002GNQ
GNQ,2003,63.25566483,2003GNQ
GNQ,2004,63.52836227,2004GNQ
GNQ,2005,63.80689621,2005GNQ
GNQ,2006,64.09733582,2006GNQ
GNQ,2007,64.40574646,2007GNQ
GNQ,2008,64.73667908,2008GNQ
GNQ,2009,65.08863831,2009GNQ
GNQ,2010,65.45861816,2010GNQ
GNQ,2011,66.1,2011GNQ
GNQ,2012,66.24063873,2012GNQ
GNQ,2013,66.64666748,2013GNQ
GNQ,2014,67.05870819,2014GNQ
GNQ,2015,67.47374725,2015GNQ
GNQ,2016,67.88928986,2016GNQ
ERI,1990,17.8409462,1990ERI
ERI,1991,19.01162148,1991ERI
ERI,1992,20.18178749,1992ERI
ERI,1993,21.34889221,1993ERI
ERI,1994,22.50988197,1994ERI
ERI,1995,22.9,1995ERI
ERI,1996,24.80126762,1996ERI
ERI,1997,25.92554474,1997ERI
ERI,1998,27.03146935,1998ERI
ERI,1999,28.11598015,1999ERI
ERI,2000,29.17753792,2000ERI
ERI,2001,30.22068596,2001ERI
ERI,2002,32.2,2002ERI
ERI,2003,32.27600479,2003ERI
ERI,2004,33.30030441,2004ERI
ERI,2005,34.33044434,2005ERI
ERI,2006,35.37248611,2006ERI
ERI,2007,36.43249893,2007ERI
ERI,2008,37.51503372,2008ERI
ERI,2009,38.61859512,2009ERI
ERI,2010,39.74018097,2010ERI
ERI,2011,40.87678528,2011ERI
ERI,2012,42.02540588,2012ERI
ERI,2013,43.1830368,2013ERI
ERI,2014,44.34667587,2014ERI
ERI,2015,45.51332092,2015ERI
ERI,2016,46.68046188,2016ERI
EST,1990,100,1990EST
EST,1991,100,1991EST
EST,1992,100,1992EST
EST,1993,100,1993EST
EST,1994,100,1994EST
EST,1995,100,1995EST
EST,1996,100,1996EST
EST,1997,100,1997EST
EST,1998,100,1998EST
EST,1999,100,1999EST
EST,2000,100,2000EST
EST,2001,100,2001EST
EST,2002,100,2002EST
EST,2003,100,2003EST
EST,2004,100,2004EST
EST,2005,100,2005EST
EST,2006,100,2006EST
EST,2007,100,2007EST
EST,2008,100,2008EST
EST,2009,100,2009EST
EST,2010,100,2010EST
EST,2011,100,2011EST
EST,2012,100,2012EST
EST,2013,100,2013EST
EST,2014,100,2014EST
EST,2015,100,2015EST
EST,2016,100,2016EST
SWZ,1990,0.01,1990SWZ
SWZ,1991,0.423998952,1991SWZ
SWZ,1992,1.448824644,1992SWZ
SWZ,1993,3.002629757,1993SWZ
SWZ,1994,5.792140007,1994SWZ
SWZ,1995,8.572473526,1995SWZ
SWZ,1996,11.3405695,1996SWZ
SWZ,1997,14.09337044,1997SWZ
SWZ,1998,16.82781792,1998SWZ
SWZ,1999,19.54084969,1999SWZ
SWZ,2000,22.23093033,2000SWZ
SWZ,2001,26.9,2001SWZ
SWZ,2002,27.56192398,2002SWZ
SWZ,2003,30.21496391,2003SWZ
SWZ,2004,32.86778259,2004SWZ
SWZ,2005,35.52644348,2005SWZ
SWZ,2006,35.2,2006SWZ
SWZ,2007,40.88554764,2007SWZ
SWZ,2008,43.59660339,2008SWZ
SWZ,2009,46.32868576,2009SWZ
SWZ,2010,45.55233761,2010SWZ
SWZ,2011,51.84391785,2011SWZ
SWZ,2012,54.62106323,2012SWZ
SWZ,2013,57.40721512,2013SWZ
SWZ,2014,65,2014SWZ
SWZ,2015,62.99454498,2015SWZ
SWZ,2016,65.79020691,2016SWZ
ETH,1990,0.01,1990ETH
ETH,1991,0.01,1991ETH
ETH,1992,0.027324773,1992ETH
ETH,1993,0.157241911,1993ETH
ETH,1994,0.598653972,1994ETH
ETH,1995,1.11878562,1995ETH
ETH,1996,2.780768871,1996ETH
ETH,1997,4.427456856,1997ETH
ETH,1998,6.055789948,1998ETH
ETH,1999,7.662709236,1999ETH
ETH,2000,12.7,2000ETH
ETH,2001,10.81223297,2001ETH
ETH,2002,12.36544323,2002ETH
ETH,2003,13.91236973,2003ETH
ETH,2004,15.45907593,2004ETH
ETH,2005,14,2005ETH
ETH,2006,18.57607841,2006ETH
ETH,2007,20.15850067,2007ETH
ETH,2008,21.76344299,2008ETH
ETH,2009,23.38941193,2009ETH
ETH,2010,25.0334053,2010ETH
ETH,2011,23,2011ETH
ETH,2012,28.36344719,2012ETH
ETH,2013,30.04348755,2013ETH
ETH,2014,27.2,2014ETH
ETH,2015,33.41859055,2015ETH
ETH,2016,42.9,2016ETH
,1990,100,1990
,1991,100,1991
,1992,100,1992
,1993,100,1993
,1994,100,1994
,1995,100,1995
,1996,100,1996
,1997,100,1997
,1998,100,1998
,1999,100,1999
,2000,100,2000
,2001,100,2001
,2002,100,2002
,2003,100,2003
,2004,100,2004
,2005,100,2005
,2006,100,2006
,2007,100,2007
,2008,100,2008
,2009,100,2009
,2010,100,2010
,2011,100,2011
,2012,100,2012
,2013,100,2013
,2014,100,2014
,2015,100,2015
,2016,100,2016
,1990,98.89779005,1990
,1991,98.95892639,1991
,1992,99.02181573,1992
,1993,99.08543444,1993
,1994,99.14852589,1994
,1995,99.15527467,1995
,1996,99.27832646,1996
,1997,99.32768752,1997
,1998,99.38183122,1998
,1999,99.37830605,1999
,2000,99.48405379,2000
,2001,99.52785297,2001
,2002,99.58343737,2002
,2003,99.61434255,2003
,2004,99.6464511,2004
,2005,99.70489944,2005
,2006,99.7405261,2006
,2007,99.79762503,2007
,2008,99.84763433,2008
,2009,99.90810988,2009
,2010,99.77238901,2010
,2011,99.97317401,2011
,2012,99.97762464,2012
,2013,99.99468561,2013
,2014,99.9955406,2014
,2015,99.99919949,2015
,2016,99.999974,2016
,1990,97.83106131,1990
,1991,97.95204671,1991
,1992,98.07541712,1992
,1993,98.20035476,1993
,1994,98.32352967,1994
,1995,98.49444478,1995
,1996,98.57684134,1996
,1997,98.67349049,1997
,1998,98.7793963,1998
,1999,98.77100015,1999
,2000,98.97804046,2000
,2001,99.06292468,2001
,2002,99.17110208,2002
,2003,99.23080636,2003
,2004,99.29327884,2004
,2005,99.4088561,2005
,2006,99.47924482,2006
,2007,99.59300887,2007
,2008,99.69309865,2008
,2009,99.81489405,2009
,2010,99.54169057,2010
,2011,99.94611052,2011
,2012,99.9550917,2012
,2013,99.98934102,2013
,2014,99.9910606,2014
,2015,99.99839631,2015
,2016,99.99994795,2016
,1990,97.58969947,1990
,1991,97.72601847,1991
,1992,97.86350296,1992
,1993,98.00159972,1993
,1994,98.13829619,1994
,1995,98.32801937,1995
,1996,98.42021637,1996
,1997,98.52730536,1997
,1998,98.64516193,1998
,1999,98.63569338,1999
,2000,98.86694641,2000
,2001,98.96099493,2001
,2002,99.08090498,2002
,2003,99.14718778,2003
,2004,99.21656126,2004
,2005,99.3447712,2005
,2006,99.42290328,2006
,2007,99.54907785,2007
,2008,99.66005627,2008
,2009,99.7950425,2009
,2010,99.49292494,2010
,2011,99.94042345,2011
,2012,99.95037972,2012
,2013,99.98823025,2013
,2014,99.99013551,2014
,2015,99.9982316,2015
,2016,99.99994264,2016
,1990,100,1990
,1991,100,1991
,1992,100,1992
,1993,100,1993
,1994,100,1994
,1995,100,1995
,1996,100,1996
,1997,100,1997
,1998,100,1998
,1999,100,1999
,2000,100,2000
,2001,100,2001
,2002,100,2002
,2003,100,2003
,2004,100,2004
,2005,100,2005
,2006,100,2006
,2007,100,2007
,2008,100,2008
,2009,100,2009
,2010,100,2010
,2011,100,2011
,2012,100,2012
,2013,100,2013
,2014,100,2014
,2015,100,2015
,2016,100,2016
FRO,1990,100,1990FRO
FRO,1991,100,1991FRO
FRO,1992,100,1992FRO
FRO,1993,100,1993FRO
FRO,1994,100,1994FRO
FRO,1995,100,1995FRO
FRO,1996,100,1996FRO
FRO,1997,100,1997FRO
FRO,1998,100,1998FRO
FRO,1999,100,1999FRO
FRO,2000,100,2000FRO
FRO,2001,100,2001FRO
FRO,2002,100,2002FRO
FRO,2003,100,2003FRO
FRO,2004,100,2004FRO
FRO,2005,100,2005FRO
FRO,2006,100,2006FRO
FRO,2007,100,2007FRO
FRO,2008,100,2008FRO
FRO,2009,100,2009FRO
FRO,2010,100,2010FRO
FRO,2011,100,2011FRO
FRO,2012,100,2012FRO
FRO,2013,100,2013FRO
FRO,2014,100,2014FRO
FRO,2015,100,2015FRO
FRO,2016,100,2016FRO
FJI,1990,60.46178818,1990FJI
FJI,1991,61.99187469,1991FJI
FJI,1992,63.52145386,1992FJI
FJI,1993,65.04797363,1993FJI
FJI,1994,66.56837463,1994FJI
FJI,1995,68.07959747,1995FJI
FJI,1996,66.9,1996FJI
FJI,1997,71.06227875,1997FJI
FJI,1998,72.52761841,1998FJI
FJI,1999,73.97154236,1999FJI
FJI,2000,75.39250946,2000FJI
FJI,2001,76.79507446,2001FJI
FJI,2002,79.63,2002FJI
FJI,2003,80,2003FJI
FJI,2004,80.95292664,2004FJI
FJI,2005,82.34248352,2005FJI
FJI,2006,83.74394226,2006FJI
FJI,2007,88.9,2007FJI
FJI,2008,86.16,2008FJI
FJI,2009,88.06829071,2009FJI
FJI,2010,89.54928589,2010FJI
FJI,2011,91.04530334,2011FJI
FJI,2012,92.5533371,2012FJI
FJI,2013,91.75,2013FJI
FJI,2014,95.59343719,2014FJI
FJI,2015,97.11949158,2015FJI
FJI,2016,98.6460495,2016FJI
FIN,1990,100,1990FIN
FIN,1991,100,1991FIN
FIN,1992,100,1992FIN
FIN,1993,100,1993FIN
FIN,1994,100,1994FIN
FIN,1995,100,1995FIN
FIN,1996,100,1996FIN
FIN,1997,100,1997FIN
FIN,1998,100,1998FIN
FIN,1999,100,1999FIN
FIN,2000,100,2000FIN
FIN,2001,100,2001FIN
FIN,2002,100,2002FIN
FIN,2003,100,2003FIN
FIN,2004,100,2004FIN
FIN,2005,100,2005FIN
FIN,2006,100,2006FIN
FIN,2007,100,2007FIN
FIN,2008,100,2008FIN
FIN,2009,100,2009FIN
FIN,2010,100,2010FIN
FIN,2011,100,2011FIN
FIN,2012,100,2012FIN
FIN,2013,100,2013FIN
FIN,2014,100,2014FIN
FIN,2015,100,2015FIN
FIN,2016,100,2016FIN
,1990,28.32682074,1990
,1991,28.35938694,1991
,1992,29.01371038,1992
,1993,29.41134552,1993
,1994,29.61691299,1994
,1995,30.63494457,1995
,1996,31.38945643,1996
,1997,31.96567712,1997
,1998,32.65358332,1998
,1999,33.51046607,1999
,2000,33.25079015,2000
,2001,34.24767656,2001
,2002,35.35208194,2002
,2003,35.99929886,2003
,2004,36.69865231,2004
,2005,37.68802622,2005
,2006,39.00139992,2006
,2007,40.4378837,2007
,2008,40.87593488,2008
,2009,41.42186245,2009
,2010,41.20597397,2010
,2011,42.98562676,2011
,2012,45.18656107,2012
,2013,46.29745276,2013
,2014,47.59711119,2014
,2015,48.03828268,2015
,2016,48.91545467,2016
FRA,1990,100,1990FRA
FRA,1991,100,1991FRA
FRA,1992,100,1992FRA
FRA,1993,100,1993FRA
FRA,1994,100,1994FRA
FRA,1995,100,1995FRA
FRA,1996,100,1996FRA
FRA,1997,100,1997FRA
FRA,1998,100,1998FRA
FRA,1999,100,1999FRA
FRA,2000,100,2000FRA
FRA,2001,100,2001FRA
FRA,2002,100,2002FRA
FRA,2003,100,2003FRA
FRA,2004,100,2004FRA
FRA,2005,100,2005FRA
FRA,2006,100,2006FRA
FRA,2007,100,2007FRA
FRA,2008,100,2008FRA
FRA,2009,100,2009FRA
FRA,2010,100,2010FRA
FRA,2011,100,2011FRA
FRA,2012,100,2012FRA
FRA,2013,100,2013FRA
FRA,2014,100,2014FRA
FRA,2015,100,2015FRA
FRA,2016,100,2016FRA
PYF,1990,100,1990PYF
PYF,1991,100,1991PYF
PYF,1992,100,1992PYF
PYF,1993,100,1993PYF
PYF,1994,100,1994PYF
PYF,1995,100,1995PYF
PYF,1996,100,1996PYF
PYF,1997,100,1997PYF
PYF,1998,100,1998PYF
PYF,1999,100,1999PYF
PYF,2000,100,2000PYF
PYF,2001,100,2001PYF
PYF,2002,100,2002PYF
PYF,2003,100,2003PYF
PYF,2004,100,2004PYF
PYF,2005,100,2005PYF
PYF,2006,100,2006PYF
PYF,2007,100,2007PYF
PYF,2008,100,2008PYF
PYF,2009,100,2009PYF
PYF,2010,100,2010PYF
PYF,2011,100,2011PYF
PYF,2012,100,2012PYF
PYF,2013,100,2013PYF
PYF,2014,100,2014PYF
PYF,2015,100,2015PYF
PYF,2016,100,2016PYF
GAB,1990,64.61288452,1990GAB
GAB,1991,65.70444489,1991GAB
GAB,1992,66.79550171,1992GAB
GAB,1993,67.88349915,1993GAB
GAB,1994,68.96537018,1994GAB
GAB,1995,70.03807068,1995GAB
GAB,1996,71.09853363,1996GAB
GAB,1997,72.14369965,1997GAB
GAB,1998,73.17051697,1998GAB
GAB,1999,74.17591858,1999GAB
GAB,2000,73.6,2000GAB
GAB,2001,76.12239838,2001GAB
GAB,2002,77.07408905,2002GAB
GAB,2003,78.0194931,2003GAB
GAB,2004,78.96468353,2004GAB
GAB,2005,81.6,2005GAB
GAB,2006,80.87863922,2006GAB
GAB,2007,81.85954285,2007GAB
GAB,2008,82.86296082,2008GAB
GAB,2009,83.88741302,2009GAB
GAB,2010,84.92988586,2010GAB
GAB,2011,85.98738098,2011GAB
GAB,2012,89.3,2012GAB
GAB,2013,86.4,2013GAB
GAB,2014,89.21994019,2014GAB
GAB,2015,90.30747223,2015GAB
GAB,2016,91.39550018,2016GAB
GMB,1990,16.23235321,1990GMB
GMB,1991,17.50630569,1991GMB
GMB,1992,18.77974892,1992GMB
GMB,1993,17.7,1993GMB
GMB,1994,21.31439972,1994GMB
GMB,1995,22.56948662,1995GMB
GMB,1996,23.81233978,1996GMB
GMB,1997,25.03989601,1997GMB
GMB,1998,26.24909782,1998GMB
GMB,1999,27.43688583,1999GMB
GMB,2000,34.3,2000GMB
GMB,2001,29.74814606,2001GMB
GMB,2002,30.88222504,2002GMB
GMB,2003,32.01002121,2003GMB
GMB,2004,33.13759613,2004GMB
GMB,2005,30.4562675,2005GMB
GMB,2006,35.41633606,2006GMB
GMB,2007,36.57962418,2007GMB
GMB,2008,37.76543808,2008GMB
GMB,2009,38.97227478,2009GMB
GMB,2010,40.19713593,2010GMB
GMB,2011,41.43701935,2011GMB
GMB,2012,42.68891525,2012GMB
GMB,2013,44.5,2013GMB
GMB,2014,45.21674347,2014GMB
GMB,2015,46.48666382,2015GMB
GMB,2016,47.75708771,2016GMB
GEO,1990,97.33401489,1990GEO
GEO,1991,97.51725006,1991GEO
GEO,1992,97.69996643,1992GEO
GEO,1993,97.87963104,1993GEO
GEO,1994,98.04629517,1994GEO
GEO,1995,98.20836639,1995GEO
GEO,1996,98.35820007,1996GEO
GEO,1997,98.49276733,1997GEO
GEO,1998,98.60926056,1998GEO
GEO,1999,98.70584106,1999GEO
GEO,2000,98.78269196,2000GEO
GEO,2001,98.84263611,2001GEO
GEO,2002,99.9,2002GEO
GEO,2003,98.93213654,2003GEO
GEO,2004,98.97354126,2004GEO
GEO,2005,97.93505412,2005GEO
GEO,2006,99.0796051,2006GEO
GEO,2007,99.15492249,2007GEO
GEO,2008,99.2495575,2008GEO
GEO,2009,99.36373138,2009GEO
GEO,2010,99.49563599,2010GEO
GEO,2011,99.64033508,2011GEO
GEO,2012,100,2012GEO
GEO,2013,99.89849854,2013GEO
GEO,2014,100,2014GEO
GEO,2015,99.99349976,2015GEO
GEO,2016,100,2016GEO
DEU,1990,100,1990DEU
DEU,1991,100,1991DEU
DEU,1992,100,1992DEU
DEU,1993,100,1993DEU
DEU,1994,100,1994DEU
DEU,1996,100,1996DEU
DEU,1997,100,1997DEU
DEU,1998,100,1998DEU
DEU,1999,100,1999DEU
DEU,2000,100,2000DEU
DEU,2001,100,2001DEU
DEU,2002,100,2002DEU
DEU,2003,100,2003DEU
DEU,2004,100,2004DEU
DEU,2005,100,2005DEU
DEU,2006,100,2006DEU
DEU,2007,100,2007DEU
DEU,2008,100,2008DEU
DEU,2009,100,2009DEU
DEU,2010,100,2010DEU
DEU,2011,100,2011DEU
DEU,2012,100,2012DEU
DEU,2013,100,2013DEU
DEU,2014,100,2014DEU
DEU,2015,100,2015DEU
DEU,2016,100,2016DEU
GHA,1990,23.53626251,1990GHA
GHA,1991,25.68720436,1991GHA
GHA,1992,27.83763504,1992GHA
GHA,1993,30.6,1993GHA
GHA,1994,32.12625885,1994GHA
GHA,1995,34.25833893,1995GHA
GHA,1996,36.37817764,1996GHA
GHA,1997,38.48272324,1997GHA
GHA,1998,42.6,1998GHA
GHA,1999,42.63368607,1999GHA
GHA,2000,44.67551041,2000GHA
GHA,2001,46.69892502,2001GHA
GHA,2002,48.70999146,2002GHA
GHA,2003,48.3,2003GHA
GHA,2004,52.71933746,2004GHA
GHA,2005,54.72974396,2005GHA
GHA,2006,55.09345008,2006GHA
GHA,2007,58.7923317,2007GHA
GHA,2008,60.5,2008GHA
GHA,2009,62.93895721,2009GHA
GHA,2010,65.04080963,2010GHA
GHA,2011,64.06256,2011GHA
GHA,2012,69.28656006,2012GHA
GHA,2013,70.7,2013GHA
GHA,2014,78.3,2014GHA
GHA,2015,75.71527863,2015GHA
GHA,2016,79.3,2016GHA
GIB,1990,100,1990GIB
GIB,1991,100,1991GIB
GIB,1992,100,1992GIB
GIB,1993,100,1993GIB
GIB,1994,100,1994GIB
GIB,1995,100,1995GIB
GIB,1996,100,1996GIB
GIB,1997,100,1997GIB
GIB,1998,100,1998GIB
GIB,1999,100,1999GIB
GIB,2000,100,2000GIB
GIB,2001,100,2001GIB
GIB,2002,100,2002GIB
GIB,2003,100,2003GIB
GIB,2004,100,2004GIB
GIB,2005,100,2005GIB
GIB,2006,100,2006GIB
GIB,2007,100,2007GIB
GIB,2008,100,2008GIB
GIB,2009,100,2009GIB
GIB,2010,100,2010GIB
GIB,2011,100,2011GIB
GIB,2012,100,2012GIB
GIB,2013,100,2013GIB
GIB,2014,100,2014GIB
GIB,2015,100,2015GIB
GIB,2016,100,2016GIB
GRC,1990,100,1990GRC
GRC,1991,100,1991GRC
GRC,1992,100,1992GRC
GRC,1993,100,1993GRC
GRC,1994,100,1994GRC
GRC,1995,100,1995GRC
GRC,1996,100,1996GRC
GRC,1997,100,1997GRC
GRC,1998,100,1998GRC
GRC,1999,100,1999GRC
GRC,2000,100,2000GRC
GRC,2001,100,2001GRC
GRC,2002,100,2002GRC
GRC,2003,100,2003GRC
GRC,2004,100,2004GRC
GRC,2005,100,2005GRC
GRC,2006,100,2006GRC
GRC,2007,100,2007GRC
GRC,2008,100,2008GRC
GRC,2009,100,2009GRC
GRC,2010,100,2010GRC
GRC,2011,100,2011GRC
GRC,2012,100,2012GRC
GRC,2013,100,2013GRC
GRC,2014,100,2014GRC
GRC,2015,100,2015GRC
GRC,2016,100,2016GRC
GRL,1990,100,1990GRL
GRL,1991,100,1991GRL
GRL,1992,100,1992GRL
GRL,1993,100,1993GRL
GRL,1994,100,1994GRL
GRL,1995,100,1995GRL
GRL,1996,100,1996GRL
GRL,1997,100,1997GRL
GRL,1998,100,1998GRL
GRL,1999,100,1999GRL
GRL,2000,100,2000GRL
GRL,2001,100,2001GRL
GRL,2002,100,2002GRL
GRL,2003,100,2003GRL
GRL,2004,100,2004GRL
GRL,2005,100,2005GRL
GRL,2006,100,2006GRL
GRL,2007,100,2007GRL
GRL,2008,100,2008GRL
GRL,2009,100,2009GRL
GRL,2010,100,2010GRL
GRL,2011,100,2011GRL
GRL,2012,100,2012GRL
GRL,2013,100,2013GRL
GRL,2014,100,2014GRL
GRL,2015,100,2015GRL
GRL,2016,100,2016GRL
GRD,1990,81.56082916,1990GRD
GRD,1991,82.03704834,1991GRD
GRD,1992,82.51274872,1992GRD
GRD,1993,82.98539734,1993GRD
GRD,1994,83.45192719,1994GRD
GRD,1995,83.90927887,1995GRD
GRD,1996,84.35438538,1996GRD
GRD,1997,84.78421021,1997GRD
GRD,1998,85.04,1998GRD
GRD,1999,85.58572388,1999GRD
GRD,2000,85.95281982,2000GRD
GRD,2001,86.30150604,2001GRD
GRD,2002,86.6378479,2002GRD
GRD,2003,86.96790314,2003GRD
GRD,2004,87.29773712,2004GRD
GRD,2005,87.63341522,2005GRD
GRD,2006,87.98100281,2006GRD
GRD,2007,88.34655762,2007GRD
GRD,2008,90,2008GRD
GRD,2009,89.14373016,2009GRD
GRD,2010,89.57085419,2010GRD
GRD,2011,88.8,2011GRD
GRD,2012,90.46715546,2012GRD
GRD,2013,90.93032837,2013GRD
GRD,2014,91.39950562,2014GRD
GRD,2015,91.87168884,2015GRD
GRD,2016,92.34436798,2016GRD
GUM,1995,100,1995GUM
GUM,1996,100,1996GUM
GUM,1997,100,1997GUM
GUM,1998,100,1998GUM
GUM,1999,100,1999GUM
GUM,2000,100,2000GUM
GUM,2001,100,2001GUM
GUM,2002,100,2002GUM
GUM,2003,100,2003GUM
GUM,2004,100,2004GUM
GUM,2005,100,2005GUM
GUM,2006,100,2006GUM
GUM,2007,100,2007GUM
GUM,2008,100,2008GUM
GUM,2009,100,2009GUM
GUM,2010,100,2010GUM
GUM,2011,100,2011GUM
GUM,2012,100,2012GUM
GUM,2013,100,2013GUM
GUM,2014,100,2014GUM
GUM,2015,100,2015GUM
GUM,2016,100,2016GUM
GTM,1990,60.18920135,1990GTM
GTM,1991,61.46566772,1991GTM
GTM,1992,62.74162292,1992GTM
GTM,1993,64.01451874,1993GTM
GTM,1994,65.28129578,1994GTM
GTM,1995,60.8,1995GTM
GTM,1996,67.78425598,1996GTM
GTM,1997,69.01432037,1997GTM
GTM,1998,70.22603607,1998GTM
GTM,1999,70.9,1999GTM
GTM,2000,73.318205,2000GTM
GTM,2001,73.73262024,2001GTM
GTM,2002,78.667838,2002GTM
GTM,2003,78.512204,2003GTM
GTM,2004,77.12960052,2004GTM
GTM,2005,78.26552582,2005GTM
GTM,2006,83.730998,2006GTM
GTM,2007,80.5791626,2007GTM
GTM,2008,81.76748657,2008GTM
GTM,2009,82.97683716,2009GTM
GTM,2010,84.20420837,2010GTM
GTM,2011,84.026414,2011GTM
GTM,2012,86.70101166,2012GTM
GTM,2013,87.96443176,2013GTM
GTM,2014,85.494371,2014GTM
GTM,2015,90.50629425,2015GTM
GTM,2016,91.77922821,2016GTM
GIN,1990,6.429067135,1990GIN
GIN,1991,7.474211216,1991GIN
GIN,1992,8.518845558,1992GIN
GIN,1993,9.560420036,1993GIN
GIN,1994,10.59587669,1994GIN
GIN,1995,11.62215614,1995GIN
GIN,1996,12.636199,1996GIN
GIN,1997,13.63494682,1997GIN
GIN,1998,14.61533928,1998GIN
GIN,1999,16.4,1999GIN
GIN,2000,16.51034546,2000GIN
GIN,2001,17.42796135,2001GIN
GIN,2002,18.33323097,2002GIN
GIN,2003,19.23221779,2003GIN
GIN,2004,20.13098335,2004GIN
GIN,2005,20.2,2005GIN
GIN,2006,21.95210457,2006GIN
GIN,2007,22.88658714,2007GIN
GIN,2008,23.84358788,2008GIN
GIN,2009,24.82161713,2009GIN
GIN,2010,25.81767082,2010GIN
GIN,2011,26.82874298,2011GIN
GIN,2012,26.2,2012GIN
GIN,2013,28.88393211,2013GIN
GIN,2014,29.92204094,2014GIN
GIN,2015,30.96315193,2015GIN
GIN,2016,33.5,2016GIN
GNB,1990,0.01,1990GNB
GNB,1991,0.265749454,1991GNB
GNB,1992,0.541686714,1992GNB
GNB,1993,1.192769289,1993GNB
GNB,1994,1.837733626,1994GNB
GNB,1995,2.473520517,1995GNB
GNB,1996,3.097071171,1996GNB
GNB,1997,3.705326319,1997GNB
GNB,1998,4.295226574,1998GNB
GNB,1999,4.863713264,1999GNB
GNB,2000,5.409247398,2000GNB
GNB,2001,5.936371803,2001GNB
GNB,2002,6.451149464,2002GNB
GNB,2003,6.959643364,2003GNB
GNB,2004,7.467916489,2004GNB
GNB,2005,7.982031822,2005GNB
GNB,2006,14.5361991,2006GNB
GNB,2007,9.052042007,2007GNB
GNB,2008,9.618552208,2008GNB
GNB,2009,4.7,2009GNB
GNB,2010,6,2010GNB
GNB,2011,11.43223,2011GNB
GNB,2012,12.06482601,2012GNB
GNB,2013,12.70643425,2013GNB
GNB,2014,17.2,2014GNB
GNB,2015,14.00467014,2015GNB
GNB,2016,14.65579033,2016GNB
GUY,1990,68.21060181,1990GUY
GUY,1991,68.88869476,1991GUY
GUY,1992,69.56626892,1992GUY
GUY,1993,72.376631,1993GUY
GUY,1994,70.90919495,1994GUY
GUY,1995,71.56842041,1995GUY
GUY,1996,72.21540833,1996GUY
GUY,1997,72.84710693,1997GUY
GUY,1998,73.46044159,1998GUY
GUY,1999,74.05236816,1999GUY
GUY,2000,74.62134552,2000GUY
GUY,2001,75.17190552,2001GUY
GUY,2002,75.71012115,2002GUY
GUY,2003,76.2420578,2003GUY
GUY,2004,76.77376556,2004GUY
GUY,2005,77.5,2005GUY
GUY,2006,73.38258786,2006GUY
GUY,2007,78.4282074,2007GUY
