Code,Year,Number of people without access to electricity,IDWE
TON,1998,15527,TON1998
TON,1999,14904,TON1999
TON,2000,14303,TON2000
TON,2001,13718,TON2001
TON,2002,13144,TON2002
TON,2003,12573,TON2003
TON,2004,11996,TON2004
TON,2005,11406,TON2005
TON,2006,7830,TON2006
TON,2007,10164,TON2007
TON,2008,9497,TON2008
TON,2009,8794,TON2009
TON,2010,8058,TON2010
TON,2011,8183,TON2011
TON,2012,7556,TON2012
TON,2013,5699,TON2013
TON,2014,4886,TON2014
TON,2015,4068,TON2015
TON,2016,3192,TON2016
TTO,1990,211383,TTO1990
TTO,1991,201477,TTO1991
TTO,1992,191364,TTO1992
TTO,1993,181054,TTO1993
TTO,1994,170556,TTO1994
TTO,1995,159910,TTO1995
TTO,1996,149177,TTO1996
TTO,1997,138462,TTO1997
TTO,1998,127894,TTO1998
TTO,1999,117598,TTO1999
TTO,2000,110441,TTO2000
TTO,2001,97954,TTO2001
TTO,2002,88430,TTO2002
TTO,2003,78948,TTO2003
TTO,2004,69388,TTO2004
TTO,2005,59647,TTO2005
TTO,2006,49645,TTO2006
TTO,2007,39307,TTO2007
TTO,2008,28574,TTO2008
TTO,2009,13216,TTO2009
TTO,2010,9318,TTO2010
TTO,2011,3522,TTO2011
TTO,2012,846,TTO2012
TTO,2013,95,TTO2013
TTO,2014,0,TTO2014
TTO,2015,0,TTO2015
TTO,2016,0,TTO2016
TUN,1990,988483,TUN1990
TUN,1991,954119,TUN1991
TUN,1992,917384,TUN1992
TUN,1993,878038,TUN1993
TUN,1994,1182271,TUN1994
TUN,1995,1029879,TUN1995
TUN,1996,888580,TUN1996
TUN,1997,750732,TUN1997
TUN,1998,645959,TUN1998
TUN,1999,557017,TUN1999
TUN,2000,504358,TUN2000
TUN,2001,264214,TUN2001
TUN,2002,217015,TUN2002
TUN,2003,159035,TUN2003
TUN,2004,100176,TUN2004
TUN,2005,70717,TUN2005
TUN,2006,61177,TUN2006
TUN,2007,61789,TUN2007
TUN,2008,62444,TUN2008
TUN,2009,52609,TUN2009
TUN,2010,53200,TUN2010
TUN,2011,53807,TUN2011
TUN,2012,54433,TUN2012
TUN,2013,33044,TUN2013
TUN,2014,22288,TUN2014
TUN,2015,0,TUN2015
TUN,2016,0,TUN2016
TUR,1990,6049402,TUR1990
TUR,1991,5804644,TUR1991
TUR,1992,5547471,TUR1992
TUR,1993,5280188,TUR1993
TUR,1994,5005495,TUR1994
TUR,1995,4725759,TUR1995
TUR,1996,4443026,TUR1996
TUR,1997,4159084,TUR1997
TUR,1998,3875730,TUR1998
TUR,1999,3594846,TUR1999
TUR,2000,3317723,TUR2000
TUR,2001,3042341,TUR2001
TUR,2002,2765369,TUR2002
TUR,2003,2482811,TUR2003
TUR,2004,2190521,TUR2004
TUR,2005,1884528,TUR2005
TUR,2006,1560696,TUR2006
TUR,2007,1204136,TUR2007
TUR,2008,840420,TUR2008
TUR,2009,491709,TUR2009
TUR,2010,0,TUR2010
TUR,2011,65495,TUR2011
TUR,2012,10696,TUR2012
TUR,2013,567,TUR2013
TUR,2014,0,TUR2014
TUR,2015,0,TUR2015
TUR,2016,0,TUR2016
TKM,1990,51091,TKM1990
TKM,1991,47414,TKM1991
TKM,1992,43571,TKM1992
TKM,1993,39577,TKM1993
TKM,1994,35491,TKM1994
TKM,1995,31448,TKM1995
TKM,1996,27632,TKM1996
TKM,1997,24254,TKM1997
TKM,1998,21513,TKM1998
TKM,1999,19573,TKM1999
TKM,2000,18065,TKM2000
TKM,2001,18223,TKM2001
TKM,2002,18406,TKM2002
TKM,2003,18599,TKM2003
TKM,2004,18819,TKM2004
TKM,2005,19024,TKM2005
TKM,2006,7632,TKM2006
TKM,2007,17723,TKM2007
TKM,2008,15633,TKM2008
TKM,2009,12531,TKM2009
TKM,2010,0,TKM2010
TKM,2011,4870,TKM2011
TKM,2012,1995,TKM2012
TKM,2013,518,TKM2013
TKM,2014,63,TKM2014
TKM,2015,0,TKM2015
TKM,2016,0,TKM2016
TCA,1990,1305,TCA1990
TCA,1991,1159,TCA1991
TCA,1992,1196,TCA1992
TCA,1993,1235,TCA1993
TCA,1994,1269,TCA1994
TCA,1995,1294,TCA1995
TCA,1996,1309,TCA1996
TCA,1997,1318,TCA1997
TCA,1998,1330,TCA1998
TCA,1999,1355,TCA1999
TCA,2000,830,TCA2000
TCA,2001,1469,TCA2001
TCA,2002,1553,TCA2002
TCA,2003,1643,TCA2003
TCA,2004,1725,TCA2004
TCA,2005,1788,TCA2005
TCA,2006,1830,TCA2006
TCA,2007,1849,TCA2007
TCA,2008,1850,TCA2008
TCA,2009,1836,TCA2009
TCA,2010,1812,TCA2010
TCA,2011,1780,TCA2011
TCA,2012,2238,TCA2012
TCA,2013,1689,TCA2013
TCA,2014,1631,TCA2014
TCA,2015,1569,TCA2015
TCA,2016,1501,TCA2016
TUV,1990,837,TUV1990
TUV,1991,806,TUV1991
TUV,1992,775,TUV1992
TUV,1993,743,TUV1993
TUV,1994,710,TUV1994
TUV,1995,678,TUV1995
TUV,1996,646,TUV1996
TUV,1997,615,TUV1997
TUV,1998,586,TUV1998
TUV,1999,559,TUV1999
TUV,2000,537,TUV2000
TUV,2001,516,TUV2001
TUV,2002,517,TUV2002
TUV,2003,481,TUV2003
TUV,2004,462,TUV2004
TUV,2005,443,TUV2005
TUV,2006,420,TUV2006
TUV,2007,338,TUV2007
TUV,2008,367,TUV2008
TUV,2009,336,TUV2009
TUV,2010,302,TUV2010
TUV,2011,267,TUV2011
TUV,2012,250,TUV2012
TUV,2013,189,TUV2013
TUV,2014,148,TUV2014
TUV,2015,106,TUV2015
TUV,2016,64,TUV2016
UGA,1990,17218051,UGA1990
UGA,1991,17030173,UGA1991
UGA,1992,18136639,UGA1992
UGA,1993,18597899,UGA1993
UGA,1994,19060339,UGA1994
UGA,1995,19152871,UGA1995
UGA,1996,19991926,UGA1996
UGA,1997,20463812,UGA1997
UGA,1998,20950961,UGA1998
UGA,1999,21466278,UGA1999
UGA,2000,22018799,UGA2000
UGA,2001,22717371,UGA2001
UGA,2002,23712040,UGA2002
UGA,2003,23897398,UGA2003
UGA,2004,24577704,UGA2004
UGA,2005,26003529,UGA2005
UGA,2006,26891102,UGA2006
UGA,2007,26699028,UGA2007
UGA,2008,27426046,UGA2008
UGA,2009,29494706,UGA2009
UGA,2010,28906081,UGA2010
UGA,2011,29969975,UGA2011
UGA,2012,30419662,UGA2012
UGA,2013,32333758,UGA2013
UGA,2014,30911337,UGA2014
UGA,2015,32718069,UGA2015
UGA,2016,30410678,UGA2016
UKR,1990,1036185,UKR1990
UKR,1991,947285,UKR1991
UKR,1992,859466,UKR1992
UKR,1993,771199,UKR1993
UKR,1994,682311,UKR1994
UKR,1995,597262,UKR1995
UKR,1996,519266,UKR1996
UKR,1997,450218,UKR1997
UKR,1998,391509,UKR1998
UKR,1999,343536,UKR1999
UKR,2000,305938,UKR2000
UKR,2001,277301,UKR2001
UKR,2002,255046,UKR2002
UKR,2003,236621,UKR2003
UKR,2004,218700,UKR2004
UKR,2005,53906,UKR2005
UKR,2006,172941,UKR2006
UKR,2007,93019,UKR2007
UKR,2008,100516,UKR2008
UKR,2009,58726,UKR2009
UKR,2010,25194,UKR2010
UKR,2011,6835,UKR2011
UKR,2012,60415,UKR2012
UKR,2013,0,UKR2013
UKR,2014,0,UKR2014
UKR,2015,0,UKR2015
UKR,2016,0,UKR2016
ARE,1990,0,ARE1990
ARE,1991,0,ARE1991
ARE,1992,0,ARE1992
ARE,1993,0,ARE1993
ARE,1994,0,ARE1994
ARE,1995,0,ARE1995
ARE,1996,0,ARE1996
ARE,1997,0,ARE1997
ARE,1998,0,ARE1998
ARE,1999,0,ARE1999
ARE,2000,0,ARE2000
ARE,2001,0,ARE2001
ARE,2002,0,ARE2002
ARE,2003,0,ARE2003
ARE,2004,0,ARE2004
ARE,2005,0,ARE2005
ARE,2006,0,ARE2006
ARE,2007,0,ARE2007
ARE,2008,0,ARE2008
ARE,2009,0,ARE2009
ARE,2010,0,ARE2010
ARE,2011,0,ARE2011
ARE,2012,0,ARE2012
ARE,2013,0,ARE2013
ARE,2014,0,ARE2014
ARE,2015,0,ARE2015
ARE,2016,0,ARE2016
GBR,1990,0,GBR1990
GBR,1991,0,GBR1991
GBR,1992,0,GBR1992
GBR,1993,0,GBR1993
GBR,1994,0,GBR1994
GBR,1995,0,GBR1995
GBR,1996,0,GBR1996
GBR,1997,0,GBR1997
GBR,1998,0,GBR1998
GBR,1999,0,GBR1999
GBR,2000,0,GBR2000
GBR,2001,0,GBR2001
GBR,2002,0,GBR2002
GBR,2003,0,GBR2003
GBR,2004,0,GBR2004
GBR,2005,0,GBR2005
GBR,2006,0,GBR2006
GBR,2007,0,GBR2007
GBR,2008,0,GBR2008
GBR,2009,0,GBR2009
GBR,2010,0,GBR2010
GBR,2011,0,GBR2011
GBR,2012,0,GBR2012
GBR,2013,0,GBR2013
GBR,2014,0,GBR2014
GBR,2015,0,GBR2015
GBR,2016,0,GBR2016
USA,1990,0,USA1990
USA,1991,0,USA1991
USA,1992,0,USA1992
USA,1993,0,USA1993
USA,1994,0,USA1994
USA,1995,0,USA1995
USA,1996,0,USA1996
USA,1997,0,USA1997
USA,1998,0,USA1998
USA,1999,0,USA1999
USA,2000,0,USA2000
USA,2001,0,USA2001
USA,2002,0,USA2002
USA,2003,0,USA2003
USA,2004,0,USA2004
USA,2005,0,USA2005
USA,2006,0,USA2006
USA,2007,0,USA2007
USA,2008,0,USA2008
USA,2009,0,USA2009
USA,2010,0,USA2010
USA,2011,0,USA2011
USA,2012,0,USA2012
USA,2013,0,USA2013
USA,2014,0,USA2014
USA,2015,0,USA2015
USA,2016,0,USA2016
VIR,1990,0,VIR1990
VIR,1991,0,VIR1991
VIR,1992,0,VIR1992
VIR,1993,0,VIR1993
VIR,1994,0,VIR1994
VIR,1995,0,VIR1995
VIR,1996,0,VIR1996
VIR,1997,0,VIR1997
VIR,1998,0,VIR1998
VIR,1999,0,VIR1999
VIR,2000,0,VIR2000
VIR,2001,0,VIR2001
VIR,2002,0,VIR2002
VIR,2003,0,VIR2003
VIR,2004,0,VIR2004
VIR,2005,0,VIR2005
VIR,2006,0,VIR2006
VIR,2007,0,VIR2007
VIR,2008,0,VIR2008
VIR,2009,0,VIR2009
VIR,2010,0,VIR2010
VIR,2011,0,VIR2011
VIR,2012,0,VIR2012
VIR,2013,0,VIR2013
VIR,2014,0,VIR2014
VIR,2015,0,VIR2015
VIR,2016,0,VIR2016
,1990,178408332,1990
,1991,169450805,1991
,1992,165196293,1992
,1993,157541707,1993
,1994,149418561,1994
,1995,143983209,1995
,1996,138795826,1996
,1997,127877276,1997
,1998,122355015,1998
,1999,113098085,1999
,2000,109943187,2000
,2001,101595590,2001
,2002,90906340,2002
,2003,85664803,2003
,2004,79194547,2004
,2005,72151124,2005
,2006,61136220,2006
,2007,57981591,2007
,2008,49255000,2008
,2009,40628117,2009
,2010,29884403,2010
,2011,27886927,2011
,2012,23311744,2012
,2013,19630460,2013
,2014,19240111,2014
,2015,18550343,2015
,2016,15860217,2016
URY,1990,115372,URY1990
URY,1991,109610,URY1991
URY,1992,103795,URY1992
URY,1993,97998,URY1993
URY,1994,92304,URY1994
URY,1995,86805,URY1995
URY,1996,81616,URY1996
URY,1997,76838,URY1997
URY,1998,72550,URY1998
URY,1999,68826,URY1999
URY,2000,66167,URY2000
URY,2001,63396,URY2001
URY,2002,60921,URY2002
URY,2003,58603,URY2003
URY,2004,56306,URY2004
URY,2005,53868,URY2005
URY,2006,49785,URY2006
URY,2007,43663,URY2007
URY,2008,40734,URY2008
URY,2009,39321,URY2009
URY,2010,34099,URY2010
URY,2011,28101,URY2011
URY,2012,22110,URY2012
URY,2013,13230,URY2013
URY,2014,11726,URY2014
URY,2015,9969,URY2015
URY,2016,0,URY2016
UZB,1990,325367,UZB1990
UZB,1991,298941,UZB1991
UZB,1992,272122,UZB1992
UZB,1993,244467,UZB1993
UZB,1994,216122,UZB1994
UZB,1995,188358,UZB1995
UZB,1996,92900,UZB1996
UZB,1997,139194,UZB1997
UZB,1998,118949,UZB1998
UZB,1999,102331,UZB1999
UZB,2000,90462,UZB2000
UZB,2001,82374,UZB2001
UZB,2002,75816,UZB2002
UZB,2003,73204,UZB2003
UZB,2004,69276,UZB2004
UZB,2005,63731,UZB2005
UZB,2006,135065,UZB2006
UZB,2007,42153,UZB2007
UZB,2008,26496,UZB2008
UZB,2009,12357,UZB2009
UZB,2010,3800,UZB2010
UZB,2011,613,UZB2011
UZB,2012,27,UZB2012
UZB,2013,0,UZB2013
UZB,2014,0,UZB2014
UZB,2015,0,UZB2015
UZB,2016,0,UZB2016
VUT,1990,136360,VUT1990
VUT,1991,137846,VUT1991
VUT,1992,139491,VUT1992
VUT,1993,141094,VUT1993
VUT,1994,134651,VUT1994
VUT,1995,143293,VUT1995
VUT,1996,143686,VUT1996
VUT,1997,143694,VUT1997
VUT,1998,143541,VUT1998
VUT,1999,146708,VUT1999
VUT,2000,143721,VUT2000
VUT,2001,144273,VUT2001
VUT,2002,145054,VUT2002
VUT,2003,145966,VUT2003
VUT,2004,146859,VUT2004
VUT,2005,147626,VUT2005
VUT,2006,157885,VUT2006
VUT,2007,145995,VUT2007
VUT,2008,149008,VUT2008
VUT,2009,153954,VUT2009
VUT,2010,149106,VUT2010
VUT,2011,148909,VUT2011
VUT,2012,148533,VUT2012
VUT,2013,172896,VUT2013
VUT,2014,147277,VUT2014
VUT,2015,146406,VUT2015
VUT,2016,114056,VUT2016
VEN,1990,518479,VEN1990
VEN,1991,500940,VEN1991
VEN,1992,453378,VEN1992
VEN,1993,462398,VEN1993
VEN,1994,442712,VEN1994
VEN,1995,423784,VEN1995
VEN,1996,406431,VEN1996
VEN,1997,391523,VEN1997
VEN,1998,380006,VEN1998
VEN,1999,372882,VEN1999
VEN,2000,370830,VEN2000
VEN,2001,373032,VEN2001
VEN,2002,378198,VEN2002
VEN,2003,384921,VEN2003
VEN,2004,391681,VEN2004
VEN,2005,396848,VEN2005
VEN,2006,398687,VEN2006
VEN,2007,395355,VEN2007
VEN,2008,385317,VEN2008
VEN,2009,368689,VEN2009
VEN,2010,346059,VEN2010
VEN,2011,341774,VEN2011
VEN,2012,285489,VEN2012
VEN,2013,249046,VEN2013
VEN,2014,209591,VEN2014
VEN,2015,168007,VEN2015
VEN,2016,125062,VEN2016
VNM,1990,17656281,VNM1990
VNM,1991,17163976,VNM1991
VNM,1992,16635110,VNM1992
VNM,1993,16065454,VNM1993
VNM,1994,15451043,VNM1994
VNM,1995,14791844,VNM1995
VNM,1996,14092174,VNM1996
VNM,1997,16729920,VNM1997
VNM,1998,12602604,VNM1998
VNM,1999,11829746,VNM1999
VNM,2000,11047393,VNM2000
VNM,2001,10254556,VNM2001
VNM,2002,8933258,VNM2002
VNM,2003,8626503,VNM2003
VNM,2004,7786379,VNM2004
VNM,2005,3288045,VNM2005
VNM,2006,3403785,VNM2006
VNM,2007,5113121,VNM2007
VNM,2008,4154813,VNM2008
VNM,2009,3415051,VNM2009
VNM,2010,2131185,VNM2010
VNM,2011,894366,VNM2011
VNM,2012,0,VNM2012
VNM,2013,0,VNM2013
VNM,2014,740359,VNM2014
VNM,2015,0,VNM2015
VNM,2016,0,VNM2016
OWID_WRL,1990,1512895819,OWID_WRL1990
OWID_WRL,1991,1526744598,OWID_WRL1991
OWID_WRL,1992,1496968486,OWID_WRL1992
OWID_WRL,1993,1484066129,OWID_WRL1993
OWID_WRL,1994,1490382909,OWID_WRL1994
OWID_WRL,1995,1484196880,OWID_WRL1995
OWID_WRL,1996,1440262883,OWID_WRL1996
OWID_WRL,1997,1419875898,OWID_WRL1997
OWID_WRL,1998,1400504087,OWID_WRL1998
OWID_WRL,1999,1352791999,OWID_WRL1999
OWID_WRL,2000,1363658539,OWID_WRL2000
OWID_WRL,2001,1408350638,OWID_WRL2001
OWID_WRL,2002,1330152267,OWID_WRL2002
OWID_WRL,2003,1306602386,OWID_WRL2003
OWID_WRL,2004,1308338390,OWID_WRL2004
OWID_WRL,2005,1279512613,OWID_WRL2005
OWID_WRL,2006,1240857517,OWID_WRL2006
OWID_WRL,2007,1219964782,OWID_WRL2007
OWID_WRL,2008,1199219148,OWID_WRL2008
OWID_WRL,2009,1150066890,OWID_WRL2009
OWID_WRL,2010,1141335899,OWID_WRL2010
OWID_WRL,2011,1227427549,OWID_WRL2011
OWID_WRL,2012,1060027861,OWID_WRL2012
OWID_WRL,2013,1064213049,OWID_WRL2013
OWID_WRL,2014,1038491579,OWID_WRL2014
OWID_WRL,2015,952368164,OWID_WRL2015
OWID_WRL,2016,939568551,OWID_WRL2016
YEM,1990,7715408,YEM1990
YEM,1991,7920970,YEM1991
YEM,1992,7449001,YEM1992
YEM,1993,8368160,YEM1993
YEM,1994,8562424,YEM1994
YEM,1995,8711886,YEM1995
YEM,1996,8812733,YEM1996
YEM,1997,9418740,YEM1997
YEM,1998,8905992,YEM1998
YEM,1999,8926119,YEM1999
YEM,2000,8944751,YEM2000
YEM,2001,8962780,YEM2001
YEM,2002,8976165,YEM2002
YEM,2003,8983499,YEM2003
YEM,2004,10090604,YEM2004
YEM,2005,8970440,YEM2005
YEM,2006,9352885,YEM2006
YEM,2007,8908868,YEM2007
YEM,2008,8856140,YEM2008
YEM,2009,8787589,YEM2009
YEM,2010,8702809,YEM2010
YEM,2011,8601729,YEM2011
YEM,2012,8483812,YEM2012
YEM,2013,6240623,YEM2013
YEM,2014,8897505,YEM2014
YEM,2015,8017287,YEM2015
YEM,2016,7822235,YEM2016
ZMB,1990,6911465,ZMB1990
ZMB,1991,7076659,ZMB1991
ZMB,1992,6829438,ZMB1992
ZMB,1993,7343869,ZMB1993
ZMB,1994,7484662,ZMB1994
ZMB,1995,7635389,ZMB1995
ZMB,1996,7769089,ZMB1996
ZMB,1997,7971663,ZMB1997
ZMB,1998,8059681,ZMB1998
ZMB,1999,8339325,ZMB1999
ZMB,2000,8772507,ZMB2000
ZMB,2001,8713581,ZMB2001
ZMB,2002,9185458,ZMB2002
ZMB,2003,9308917,ZMB2003
ZMB,2004,9350202,ZMB2004
ZMB,2005,9487712,ZMB2005
ZMB,2006,9691615,ZMB2006
ZMB,2007,10371669,ZMB2007
ZMB,2008,10110864,ZMB2008
ZMB,2009,10329731,ZMB2009
ZMB,2010,10803026,ZMB2010
ZMB,2011,10794334,ZMB2011
ZMB,2012,11040437,ZMB2012
ZMB,2013,11293733,ZMB2013
ZMB,2014,11262722,ZMB2014
ZMB,2015,11093304,ZMB2015
ZMB,2016,12075324,ZMB2016
ZWE,1990,7091741,ZWE1990
ZWE,1991,7235065,ZWE1991
ZWE,1992,7670299,ZWE1992
ZWE,1993,7477349,ZWE1993
ZWE,1994,7993086,ZWE1994
ZWE,1995,7683110,ZWE1995
ZWE,1996,7779440,ZWE1996
ZWE,1997,7872101,ZWE1997
ZWE,1998,7960078,ZWE1998
ZWE,1999,7431755,ZWE1999
ZWE,2000,8115890,ZWE2000
ZWE,2001,8182584,ZWE2001
ZWE,2002,8225345,ZWE2002
ZWE,2003,8304667,ZWE2003
ZWE,2004,8371649,ZWE2004
ZWE,2005,8449605,ZWE2005
ZWE,2006,8242040,ZWE2006
ZWE,2007,8639850,ZWE2007
ZWE,2008,8751001,ZWE2008
ZWE,2009,7821069,ZWE2009
ZWE,2010,9006360,ZWE2010
ZWE,2011,9077976,ZWE2011
ZWE,2012,9307705,ZWE2012
ZWE,2013,9472775,ZWE2013
ZWE,2014,10433704,ZWE2014
ZWE,2015,10460450,ZWE2015
ZWE,2016,9989784,ZWE2016
