Code,Year,Number of people without access to electricity,IDWE
,2004,563914489,2004
,2005,567315214,2005
,2006,559542188,2006
,2007,567318441,2007
,2008,570040733,2008
,2009,574170031,2009
,2010,580175993,2010
,2011,577241391,2011
,2012,570307636,2012
,2013,575764995,2013
,2014,570729656,2014
,2015,567990119,2015
,2016,539745352,2016
,1990,637891384,1990
,1991,641336627,1991
,1992,650016075,1992
,1993,658633338,1993
,1994,669047080,1994
,1995,673556057,1995
,1996,676976536,1996
,1997,689004628,1997
,1998,689985854,1998
,1999,690104455,1999
,2000,697682099,2000
,2001,703941385,2001
,2002,709037298,2002
,2003,704330400,2003
,2004,719795829,2004
,2005,720369605,2005
,2006,714488720,2006
,2007,714353391,2007
,2008,723346954,2008
,2009,722961127,2009
,2010,741483999,2010
,2011,722679683,2011
,2012,718098161,2012
,2013,722425492,2013
,2014,713764129,2014
,2015,722575855,2015
,2016,666846278,2016
ISL,1990,0,ISL1990
ISL,1991,0,ISL1991
ISL,1992,0,ISL1992
ISL,1993,0,ISL1993
ISL,1994,0,ISL1994
ISL,1995,0,ISL1995
ISL,1996,0,ISL1996
ISL,1997,0,ISL1997
ISL,1998,0,ISL1998
ISL,1999,0,ISL1999
ISL,2000,0,ISL2000
ISL,2001,0,ISL2001
ISL,2002,0,ISL2002
ISL,2003,0,ISL2003
ISL,2004,0,ISL2004
ISL,2005,0,ISL2005
ISL,2006,0,ISL2006
ISL,2007,0,ISL2007
ISL,2008,0,ISL2008
ISL,2009,0,ISL2009
ISL,2010,0,ISL2010
ISL,2011,0,ISL2011
ISL,2012,0,ISL2012
ISL,2013,0,ISL2013
ISL,2014,0,ISL2014
ISL,2015,0,ISL2015
ISL,2016,0,ISL2016
IND,1990,493439113,IND1990
IND,1991,488971936,IND1991
IND,1992,483942818,IND1992
IND,1993,453712388,IND1993
IND,1994,472350219,IND1994
IND,1995,465871565,IND1995
IND,1996,458979162,IND1996
IND,1997,451690216,IND1997
IND,1998,444019692,IND1998
IND,1999,412781146,IND1999
IND,2000,427583485,IND2000
IND,2001,473593212,IND2001
IND,2002,410857281,IND2002
IND,2003,399726676,IND2003
IND,2004,400904337,IND2004
IND,2005,378332022,IND2005
IND,2006,372994848,IND2006
IND,2007,354045676,IND2007
IND,2008,340620408,IND2008
IND,2009,303567533,IND2009
IND,2010,291742424,IND2010
IND,2011,404104473,IND2011
IND,2012,253876236,IND2012
IND,2013,260838025,IND2013
IND,2014,242734349,IND2014
IND,2015,157086478,IND2015
IND,2016,204891453,IND2016
IDN,1990,69488225,IDN1990
IDN,1991,94338765,IDN1991
IDN,1992,65513119,IDN1992
IDN,1993,85075003,IDN1993
IDN,1994,72147641,IDN1994
IDN,1995,65271831,IDN1995
IDN,1996,55196485,IDN1996
IDN,1997,39956814,IDN1997
IDN,1998,39209383,IDN1998
IDN,1999,33941263,IDN1999
IDN,2000,28981039,IDN2000
IDN,2001,29473193,IDN2001
IDN,2002,26970999,IDN2002
IDN,2003,26597753,IDN2003
IDN,2004,24575250,IDN2004
IDN,2005,31298541,IDN2005
IDN,2006,21558823,IDN2006
IDN,2007,20736034,IDN2007
IDN,2008,17168779,IDN2008
IDN,2009,15437461,IDN2009
IDN,2010,14187661,IDN2010
IDN,2011,12703078,IDN2011
IDN,2012,9955329,IDN2012
IDN,2013,8911210,IDN2013
IDN,2014,7628420,IDN2014
IDN,2015,6357584,IDN2015
IDN,2016,6214548,IDN2016
IRN,1990,2485475,IRN1990
IRN,1991,2391348,IRN1991
IRN,1992,2281366,IRN1992
IRN,1993,2163055,IRN1993
IRN,1994,2044881,IRN1994
IRN,1995,1932406,IRN1995
IRN,1996,1828135,IRN1996
IRN,1997,1732286,IRN1997
IRN,1998,1645113,IRN1998
IRN,1999,1566737,IRN1999
IRN,2000,1388769,IRN2000
IRN,2001,1435505,IRN2001
IRN,2002,1377836,IRN2002
IRN,2003,1321507,IRN2003
IRN,2004,1259834,IRN2004
IRN,2005,1192285,IRN2005
IRN,2006,1139646,IRN2006
IRN,2007,1022945,IRN2007
IRN,2008,915032,IRN2008
IRN,2009,790351,IRN2009
IRN,2010,649701,IRN2010
IRN,2011,495079,IRN2011
IRN,2012,333516,IRN2012
IRN,2013,184467,IRN2013
IRN,2014,0,IRN2014
IRN,2015,19799,IRN2015
IRN,2016,0,IRN2016
IRQ,1990,1138943,IRQ1990
IRQ,1991,1111429,IRQ1991
IRQ,1992,1083378,IRQ1992
IRQ,1993,1054679,IRQ1993
IRQ,1994,1025264,IRQ1994
IRQ,1995,995278,IRQ1995
IRQ,1996,965312,IRQ1996
IRQ,1997,936005,IRQ1997
IRQ,1998,907784,IRQ1998
IRQ,1999,881177,IRQ1999
IRQ,2000,856663,IRQ2000
IRQ,2001,833604,IRQ2001
IRQ,2002,810955,IRQ2002
IRQ,2003,787384,IRQ2003
IRQ,2004,761421,IRQ2004
IRQ,2005,731491,IRQ2005
IRQ,2006,658625,IRQ2006
IRQ,2007,539418,IRQ2007
IRQ,2008,599521,IRQ2008
IRQ,2009,534380,IRQ2009
IRQ,2010,465562,IRQ2010
IRQ,2011,634541,IRQ2011
IRQ,2012,229436,IRQ2012
IRQ,2013,210211,IRQ2013
IRQ,2014,120627,IRQ2014
IRQ,2015,49774,IRQ2015
IRQ,2016,0,IRQ2016
IRL,1990,0,IRL1990
IRL,1991,0,IRL1991
IRL,1992,0,IRL1992
IRL,1993,0,IRL1993
IRL,1994,0,IRL1994
IRL,1995,0,IRL1995
IRL,1996,0,IRL1996
IRL,1997,0,IRL1997
IRL,1998,0,IRL1998
IRL,1999,0,IRL1999
IRL,2000,0,IRL2000
IRL,2001,0,IRL2001
IRL,2002,0,IRL2002
IRL,2003,0,IRL2003
IRL,2004,0,IRL2004
IRL,2005,0,IRL2005
IRL,2006,0,IRL2006
IRL,2007,0,IRL2007
IRL,2008,0,IRL2008
IRL,2009,0,IRL2009
IRL,2010,0,IRL2010
IRL,2011,0,IRL2011
IRL,2012,0,IRL2012
IRL,2013,0,IRL2013
IRL,2014,0,IRL2014
IRL,2015,0,IRL2015
IRL,2016,0,IRL2016
IMN,1990,0,IMN1990
IMN,1991,0,IMN1991
IMN,1992,0,IMN1992
IMN,1993,0,IMN1993
IMN,1994,0,IMN1994
IMN,1995,0,IMN1995
IMN,1996,0,IMN1996
IMN,1997,0,IMN1997
IMN,1998,0,IMN1998
IMN,1999,0,IMN1999
IMN,2000,0,IMN2000
IMN,2001,0,IMN2001
IMN,2002,0,IMN2002
IMN,2003,0,IMN2003
IMN,2004,0,IMN2004
IMN,2005,0,IMN2005
IMN,2006,0,IMN2006
IMN,2007,0,IMN2007
IMN,2008,0,IMN2008
IMN,2009,0,IMN2009
IMN,2010,0,IMN2010
IMN,2011,0,IMN2011
IMN,2012,0,IMN2012
IMN,2013,0,IMN2013
IMN,2014,0,IMN2014
IMN,2015,0,IMN2015
IMN,2016,0,IMN2016
ISR,1990,0,ISR1990
ISR,1991,0,ISR1991
ISR,1992,0,ISR1992
ISR,1993,0,ISR1993
ISR,1994,0,ISR1994
ISR,1995,0,ISR1995
ISR,1996,0,ISR1996
ISR,1997,0,ISR1997
ISR,1998,0,ISR1998
ISR,1999,0,ISR1999
ISR,2000,0,ISR2000
ISR,2001,0,ISR2001
ISR,2002,0,ISR2002
ISR,2003,0,ISR2003
ISR,2004,0,ISR2004
ISR,2005,0,ISR2005
ISR,2006,0,ISR2006
ISR,2007,0,ISR2007
ISR,2008,0,ISR2008
ISR,2009,0,ISR2009
ISR,2010,0,ISR2010
ISR,2011,0,ISR2011
ISR,2012,0,ISR2012
ISR,2013,0,ISR2013
ISR,2014,0,ISR2014
ISR,2015,0,ISR2015
ISR,2016,0,ISR2016
ITA,1990,0,ITA1990
ITA,1991,0,ITA1991
ITA,1992,0,ITA1992
ITA,1993,0,ITA1993
ITA,1994,0,ITA1994
ITA,1995,0,ITA1995
ITA,1996,0,ITA1996
ITA,1997,0,ITA1997
ITA,1998,0,ITA1998
ITA,1999,0,ITA1999
ITA,2000,0,ITA2000
ITA,2001,0,ITA2001
ITA,2002,0,ITA2002
ITA,2003,0,ITA2003
ITA,2004,0,ITA2004
ITA,2005,0,ITA2005
ITA,2006,0,ITA2006
ITA,2007,0,ITA2007
ITA,2008,0,ITA2008
ITA,2009,0,ITA2009
ITA,2010,0,ITA2010
ITA,2011,0,ITA2011
ITA,2012,0,ITA2012
ITA,2013,0,ITA2013
ITA,2014,0,ITA2014
ITA,2015,0,ITA2015
ITA,2016,0,ITA2016
JAM,1990,719161,JAM1990
JAM,1991,572326,JAM1991
JAM,1992,554513,JAM1992
JAM,1993,536751,JAM1993
JAM,1994,518884,JAM1994
JAM,1995,500828,JAM1995
JAM,1996,366210,JAM1996
JAM,1997,464522,JAM1997
JAM,1998,446362,JAM1998
JAM,1999,406981,JAM1999
JAM,2000,409967,JAM2000
JAM,2001,329055,JAM2001
JAM,2002,358999,JAM2002
JAM,2003,354181,JAM2003
JAM,2004,334951,JAM2004
JAM,2005,315264,JAM2005
JAM,2006,294966,JAM2006
JAM,2007,273879,JAM2007
JAM,2008,223210,JAM2008
JAM,2009,228961,JAM2009
JAM,2010,205247,JAM2010
JAM,2011,251825,JAM2011
JAM,2012,196028,JAM2012
JAM,2013,130267,JAM2013
JAM,2014,104352,JAM2014
JAM,2015,78149,JAM2015
JAM,2016,51741,JAM2016
JPN,1990,0,JPN1990
JPN,1991,0,JPN1991
JPN,1992,0,JPN1992
JPN,1993,0,JPN1993
JPN,1994,0,JPN1994
JPN,1995,0,JPN1995
JPN,1996,0,JPN1996
JPN,1997,0,JPN1997
JPN,1998,0,JPN1998
JPN,1999,0,JPN1999
JPN,2000,0,JPN2000
JPN,2001,0,JPN2001
JPN,2002,0,JPN2002
JPN,2003,0,JPN2003
JPN,2004,0,JPN2004
JPN,2005,0,JPN2005
JPN,2006,0,JPN2006
JPN,2007,0,JPN2007
JPN,2008,0,JPN2008
JPN,2009,0,JPN2009
JPN,2010,0,JPN2010
JPN,2011,0,JPN2011
JPN,2012,0,JPN2012
JPN,2013,0,JPN2013
JPN,2014,0,JPN2014
JPN,2015,0,JPN2015
JPN,2016,0,JPN2016
JOR,1990,113939,JOR1990
JOR,1991,96986,JOR1991
JOR,1992,94909,JOR1992
JOR,1993,92276,JOR1993
JOR,1994,88779,JOR1994
JOR,1995,84822,JOR1995
JOR,1996,79969,JOR1996
JOR,1997,53155,JOR1997
JOR,1998,70250,JOR1998
JOR,1999,66171,JOR1999
JOR,2000,62929,JOR2000
JOR,2001,60438,JOR2001
JOR,2002,26437,JOR2002
JOR,2003,56950,JOR2003
JOR,2004,45755,JOR2004
JOR,2005,54152,JOR2005
JOR,2006,52184,JOR2006
JOR,2007,74318,JOR2007
JOR,2008,44809,JOR2008
JOR,2009,40927,JOR2009
JOR,2010,30636,JOR2010
JOR,2011,21197,JOR2011
JOR,2012,39963,JOR2012
JOR,2013,4885,JOR2013
JOR,2014,1270,JOR2014
JOR,2015,154,JOR2015
JOR,2016,0,JOR2016
KAZ,1990,372602,KAZ1990
KAZ,1991,346804,KAZ1991
KAZ,1992,318928,KAZ1992
KAZ,1993,289832,KAZ1993
KAZ,1994,260057,KAZ1994
KAZ,1995,15816,KAZ1995
KAZ,1996,206916,KAZ1996
KAZ,1997,184912,KAZ1997
KAZ,1998,166030,KAZ1998
KAZ,1999,447853,KAZ1999
KAZ,2000,141783,KAZ2000
KAZ,2001,134450,KAZ2001
KAZ,2002,129154,KAZ2002
KAZ,2003,125204,KAZ2003
KAZ,2004,121695,KAZ2004
KAZ,2005,117479,KAZ2005
KAZ,2006,35737,KAZ2006
KAZ,2007,103101,KAZ2007
KAZ,2008,91448,KAZ2008
KAZ,2009,0,KAZ2009
KAZ,2010,59228,KAZ2010
KAZ,2011,33534,KAZ2011
KAZ,2012,21035,KAZ2012
KAZ,2013,8243,KAZ2013
KAZ,2014,2050,KAZ2014
KAZ,2015,0,KAZ2015
KAZ,2016,0,KAZ2016
KEN,1990,22625921,KEN1990
KEN,1991,23063736,KEN1991
KEN,1992,23488363,KEN1992
KEN,1993,22946916,KEN1993
KEN,1994,24294354,KEN1994
KEN,1995,24675183,KEN1995
KEN,1996,25042008,KEN1996
KEN,1997,25397459,KEN1997
KEN,1998,25453182,KEN1998
KEN,1999,26094228,KEN1999
KEN,2000,26445694,KEN2000
KEN,2001,26800260,KEN2001
KEN,2002,27156162,KEN2002
KEN,2003,28669916,KEN2003
KEN,2004,27870787,KEN2004
KEN,2005,28227517,KEN2005
KEN,2006,28580791,KEN2006
KEN,2007,28926640,KEN2007
KEN,2008,29260571,KEN2008
KEN,2009,30982647,KEN2009
KEN,2010,33410923,KEN2010
KEN,2011,30167120,KEN2011
KEN,2012,30434358,KEN2012
KEN,2013,30681980,KEN2013
KEN,2014,29455520,KEN2014
KEN,2015,27585975,KEN2015
KEN,2016,21323089,KEN2016
KIR,1990,49559,KIR1990
KIR,1991,48882,KIR1991
KIR,1992,48011,KIR1992
KIR,1993,47022,KIR1993
KIR,1994,46000,KIR1994
KIR,1995,45006,KIR1995
KIR,1996,44044,KIR1996
KIR,1997,43099,KIR1997
KIR,1998,42161,KIR1998
KIR,1999,41211,KIR1999
KIR,2000,40233,KIR2000
KIR,2001,39219,KIR2001
KIR,2002,38173,KIR2002
KIR,2003,37102,KIR2003
KIR,2004,36007,KIR2004
KIR,2005,27996,KIR2005
KIR,2006,33754,KIR2006
KIR,2007,32558,KIR2007
KIR,2008,31283,KIR2008
KIR,2009,36013,KIR2009
KIR,2010,37809,KIR2010
KIR,2011,26777,KIR2011
KIR,2012,25047,KIR2012
KIR,2013,23218,KIR2013
KIR,2014,21302,KIR2014
KIR,2015,10613,KIR2015
KIR,2016,17232,KIR2016
OWID_KOS,1990,229125,OWID_KOS1990
OWID_KOS,1991,221431,OWID_KOS1991
OWID_KOS,1992,213066,OWID_KOS1992
OWID_KOS,1993,204223,OWID_KOS1993
OWID_KOS,1994,194986,OWID_KOS1994
OWID_KOS,1995,185532,OWID_KOS1995
OWID_KOS,1996,175764,OWID_KOS1996
OWID_KOS,1997,165711,OWID_KOS1997
OWID_KOS,1998,144893,OWID_KOS1998
OWID_KOS,1999,120121,OWID_KOS1999
OWID_KOS,2000,106890,OWID_KOS2000
OWID_KOS,2001,98266,OWID_KOS2001
OWID_KOS,2002,89839,OWID_KOS2002
OWID_KOS,2003,81509,OWID_KOS2003
OWID_KOS,2004,73171,OWID_KOS2004
OWID_KOS,2005,64721,OWID_KOS2005
OWID_KOS,2006,56471,OWID_KOS2006
OWID_KOS,2007,47772,OWID_KOS2007
OWID_KOS,2008,38536,OWID_KOS2008
OWID_KOS,2009,28588,OWID_KOS2009
OWID_KOS,2010,1775680,OWID_KOS2010
OWID_KOS,2011,10201,OWID_KOS2011
OWID_KOS,2012,4086,OWID_KOS2012
OWID_KOS,2013,1049,OWID_KOS2013
OWID_KOS,2014,125,OWID_KOS2014
OWID_KOS,2015,0,OWID_KOS2015
OWID_KOS,2016,0,OWID_KOS2016
KWT,1990,0,KWT1990
KWT,1991,0,KWT1991
KWT,1992,0,KWT1992
KWT,1993,0,KWT1993
KWT,1994,0,KWT1994
KWT,1995,0,KWT1995
KWT,1996,0,KWT1996
KWT,1997,0,KWT1997
KWT,1998,0,KWT1998
KWT,1999,0,KWT1999
KWT,2000,0,KWT2000
KWT,2001,0,KWT2001
KWT,2002,0,KWT2002
KWT,2003,0,KWT2003
KWT,2004,0,KWT2004
KWT,2005,0,KWT2005
KWT,2006,0,KWT2006
KWT,2007,0,KWT2007
KWT,2008,0,KWT2008
KWT,2009,0,KWT2009
KWT,2010,0,KWT2010
KWT,2011,0,KWT2011
KWT,2012,0,KWT2012
KWT,2013,0,KWT2013
KWT,2014,0,KWT2014
KWT,2015,0,KWT2015
KWT,2016,0,KWT2016
KGZ,1990,36263,KGZ1990
KGZ,1991,32707,KGZ1991
KGZ,1992,28906,KGZ1992
KGZ,1993,24872,KGZ1993
KGZ,1994,21098,KGZ1994
KGZ,1995,17925,KGZ1995
KGZ,1996,15324,KGZ1996
KGZ,1997,9393,KGZ1997
KGZ,1998,12213,KGZ1998
KGZ,1999,12061,KGZ1999
KGZ,2000,12992,KGZ2000
KGZ,2001,14819,KGZ2001
KGZ,2002,0,KGZ2002
KGZ,2003,20151,KGZ2003
KGZ,2004,23117,KGZ2004
KGZ,2005,28791,KGZ2005
KGZ,2006,27964,KGZ2006
KGZ,2007,29158,KGZ2007
KGZ,2008,29175,KGZ2008
KGZ,2009,28131,KGZ2009
KGZ,2010,54479,KGZ2010
KGZ,2011,23138,KGZ2011
KGZ,2012,11214,KGZ2012
KGZ,2013,15359,KGZ2013
KGZ,2014,11671,KGZ2014
KGZ,2015,5566,KGZ2015
KGZ,2016,237,KGZ2016
LAO,1990,3606814,LAO1990
LAO,1991,3586169,LAO1991
LAO,1992,3559227,LAO1992
LAO,1993,3190063,LAO1993
LAO,1994,3480396,LAO1994
LAO,1995,3638942,LAO1995
LAO,1996,3362192,LAO1996
LAO,1997,3289182,LAO1997
LAO,1998,3208429,LAO1998
LAO,1999,3121383,LAO1999
LAO,2000,3029185,LAO2000
LAO,2001,2931715,LAO2001
LAO,2002,2952036,LAO2002
LAO,2003,2901421,LAO2003
LAO,2004,2611901,LAO2004
LAO,2005,2462723,LAO2005
LAO,2006,2512821,LAO2006
LAO,2007,2262154,LAO2007
LAO,2008,2057745,LAO2008
LAO,2009,2001290,LAO2009
LAO,2010,1858697,LAO2010
LAO,2011,1900046,LAO2011
LAO,2012,1516121,LAO2012
LAO,2013,1387097,LAO2013
LAO,2014,1219405,LAO2014
LAO,2015,686389,LAO2015
LAO,2016,872113,LAO2016
,1990,190651809,1990
,1991,181483091,1991
,1992,178457493,1992
,1993,169897780,1993
,1994,161869248,1994
,1995,155799143,1995
,1996,146317107,1996
,1997,142257566,1997
,1998,130742579,1998
,1999,123749460,1999
,2000,120298513,2000
,2001,109879908,2001
,2002,98843877,2002
,2003,94094522,2003
,2004,88359450,2004
,2005,76746611,2005
,2006,62310935,2006
,2007,65077896,2007
,2008,56148223,2008
,2009,46548564,2009
,2010,35235822,2010
,2011,31748866,2011
,2012,26116517,2012
,2013,22779120,2013
,2014,24159023,2014
,2015,19873904,2015
,2016,17594456,2016
,1990,64254039,1990
,1991,60069679,1991
,1992,60491093,1992
,1993,57878886,1993
,1994,54940517,1994
,1995,55200943,1995
,1996,51217219,1996
,1997,49710698,1997
,1998,47221249,1998
,1999,44799867,1999
,2000,43533937,2000
,2001,42373848,2001
,2002,39827952,2002
,2003,38720942,2003
,2004,37473197,2004
,2005,35786686,2005
,2006,32461683,2006
,2007,31013994,2007
,2008,27310660,2008
,2009,26167920,2009
,2010,24390398,2010
,2011,22566685,2011
,2012,20688596,2012
,2013,18523118,2013
,2014,18647853,2014
,2015,17336831,2015
,2016,14043946,2016
,1990,62862555,1990
,1991,58765072,1991
,1992,59235718,1992
,1993,56698133,1993
,1994,53836576,1994
,1995,54146933,1995
,1996,50246003,1996
,1997,48801491,1997
,1998,46381413,1998
,1999,44026621,1999
,2000,42847020,2000
,2001,41730218,2001
,2002,39526664,2002
,2003,38457545,2003
,2004,37248405,2004
,2005,35601442,2005
,2006,32317432,2006
,2007,30910935,2007
,2008,27244552,2008
,2009,26128263,2009
,2010,24364264,2010
,2011,22546128,2011
,2012,20669162,2012
,2013,18505045,2013
,2014,18630450,2014
,2015,17320182,2015
,2016,14028172,2016
,1990,58487003,1990
,1991,54793609,1991
,1992,55393745,1992
,1993,53001731,1993
,1994,50284234,1994
,1995,50741490,1995
,1996,46942231,1996
,1997,45691381,1997
,1998,43522021,1998
,1999,41199864,1999
,2000,40299150,2000
,2001,39184692,2001
,2002,37086004,2002
,2003,36475285,2003
,2004,35065552,2004
,2005,33558178,2005
,2006,30596938,2006
,2007,29186946,2007
,2008,25708649,2008
,2009,24900548,2009
,2010,23248920,2010
,2011,21708891,2011
,2012,20063457,2012
,2013,17929719,2013
,2014,18272256,2014
,2015,16958755,2015
,2016,13759967,2016
LVA,1990,0,LVA1990
LVA,1991,0,LVA1991
LVA,1992,0,LVA1992
LVA,1993,0,LVA1993
LVA,1994,0,LVA1994
LVA,1995,0,LVA1995
LVA,1996,0,LVA1996
LVA,1997,0,LVA1997
LVA,1998,0,LVA1998
LVA,1999,0,LVA1999
LVA,2000,0,LVA2000
LVA,2001,0,LVA2001
LVA,2002,0,LVA2002
LVA,2003,0,LVA2003
LVA,2004,0,LVA2004
LVA,2005,0,LVA2005
LVA,2006,0,LVA2006
LVA,2007,0,LVA2007
LVA,2008,0,LVA2008
LVA,2009,0,LVA2009
LVA,2010,0,LVA2010
LVA,2011,0,LVA2011
LVA,2012,0,LVA2012
LVA,2013,0,LVA2013
LVA,2014,0,LVA2014
LVA,2015,0,LVA2015
LVA,2016,0,LVA2016
,1990,464413046,1990
,1991,469622460,1991
,1992,480017543,1992
,1993,489916662,1993
,1994,498044265,1994
,1995,503623650,1995
,1996,506949015,1996
,1997,519133669,1997
,1998,518677841,1998
,1999,525453755,1999
,2000,528666103,2000
,2001,538353867,2001
,2002,540996089,2002
,2003,544711535,2003
,2004,554052952,2004
,2005,559218024,2005
,2006,551966940,2006
,2007,558119122,2007
,2008,563140713,2008
,2009,568203972,2009
,2010,572815112,2010
,2011,572388684,2011
,2012,566403054,2012
,2013,573808872,2013
,2014,572910815,2014
,2015,567479400,2015
,2016,540840179,2016
LBN,1990,56528,LBN1990
LBN,1991,52586,LBN1991
LBN,1992,48853,LBN1992
LBN,1993,45124,LBN1993
LBN,1994,41229,LBN1994
LBN,1995,37180,LBN1995
LBN,1996,33093,LBN1996
LBN,1997,29219,LBN1997
LBN,1998,25847,LBN1998
LBN,1999,23208,LBN1999
LBN,2000,21357,LBN2000
LBN,2001,20223,LBN2001
LBN,2002,19579,LBN2002
LBN,2003,19096,LBN2003
LBN,2004,3863,LBN2004
LBN,2005,17175,LBN2005
LBN,2006,25001,LBN2006
LBN,2007,4086,LBN2007
LBN,2008,4111,LBN2008
LBN,2009,5091,LBN2009
LBN,2010,2220,LBN2010
LBN,2011,14499,LBN2011
LBN,2012,83,LBN2012
LBN,2013,0,LBN2013
LBN,2014,0,LBN2014
LBN,2015,0,LBN2015
LBN,2016,0,LBN2016
LSO,1990,1603778,LSO1990
LSO,1991,1634354,LSO1991
LSO,1992,1666954,LSO1992
LSO,1993,1700192,LSO1993
