Code,Year,Consumption of Ozone-Depleting Substances ,IDCODS
UGA,1989,14,1989UGA
UGA,1990,14.4,1990UGA
UGA,1991,14.9,1991UGA
UGA,1992,15.8,1992UGA
UGA,1993,21,1993UGA
UGA,1994,10.1,1994UGA
UGA,1995,14.2,1995UGA
UGA,1996,15.7,1996UGA
UGA,1997,24.5,1997UGA
UGA,1998,24.7,1998UGA
UGA,1999,24.5,1999UGA
UGA,2000,30.5,2000UGA
UGA,2001,37.6,2001UGA
UGA,2002,44.8,2002UGA
UGA,2003,28.6,2003UGA
UGA,2004,24.3,2004UGA
UGA,2005,6.5,2005UGA
UGA,2006,0,2006UGA
UGA,2007,0,2007UGA
UGA,2008,0,2008UGA
UGA,2009,0,2009UGA
UGA,2010,0.3,2010UGA
UGA,2011,0.12,2011UGA
UGA,2012,0.05,2012UGA
UGA,2013,0,2013UGA
UKR,1989,4555.7,1989UKR
UKR,1990,4555.7,1990UKR
UKR,1991,4555.7,1991UKR
UKR,1992,3471.7,1992UKR
UKR,1993,1726,1993UKR
UKR,1994,2470.7,1994UKR
UKR,1995,1172.6,1995UKR
UKR,1996,1042.5,1996UKR
UKR,1997,-756.3,1997UKR
UKR,1998,3935.3,1998UKR
UKR,1999,956.8,1999UKR
UKR,2000,864.1,2000UKR
UKR,2001,1099.6,2001UKR
UKR,2002,145.5,2002UKR
UKR,2003,158.2,2003UKR
UKR,2004,164.3,2004UKR
UKR,2005,133.5,2005UKR
UKR,2006,97.3,2006UKR
UKR,2007,93.5,2007UKR
UKR,2008,75,2008UKR
UKR,2009,63.5,2009UKR
UKR,2010,86.9,2010UKR
UKR,2011,93.29,2011UKR
UKR,2012,93.29,2012UKR
UKR,2013,59.4,2013UKR
ARE,1989,837.4,1989ARE
ARE,1990,850.2,1990ARE
ARE,1991,1029.2,1991ARE
ARE,1992,1063.7,1992ARE
ARE,1993,1060.8,1993ARE
ARE,1994,645.5,1994ARE
ARE,1995,717.4,1995ARE
ARE,1996,616,1996ARE
ARE,1997,712.6,1997ARE
ARE,1998,856.8,1998ARE
ARE,1999,671,1999ARE
ARE,2000,625.8,2000ARE
ARE,2001,637.5,2001ARE
ARE,2002,624.2,2002ARE
ARE,2003,612,2003ARE
ARE,2004,645.3,2004ARE
ARE,2005,659.4,2005ARE
ARE,2006,541.1,2006ARE
ARE,2007,512.8,2007ARE
ARE,2008,560.7,2008ARE
ARE,2009,559.5,2009ARE
ARE,2010,583.6,2010ARE
ARE,2011,641.8,2011ARE
ARE,2012,692.62,2012ARE
ARE,2013,539.4,2013ARE
USA,1989,407115.4,1989USA
USA,1990,232862.2,1990USA
USA,1991,223032.2,1991USA
USA,1992,203694.4,1992USA
USA,1993,192481.3,1993USA
USA,1994,102786.1,1994USA
USA,1995,48420.8,1995USA
USA,1996,14886.7,1996USA
USA,1997,-2980.6,1997USA
USA,1998,-2916.6,1998USA
USA,1999,13034.7,1999USA
USA,2000,3971.9,2000USA
USA,2001,22122.2,2001USA
USA,2002,16206.7,2002USA
USA,2003,12418.7,2003USA
USA,2004,13807.6,2004USA
USA,2005,10901.2,2005USA
USA,2006,10850,2006USA
USA,2007,8520.6,2007USA
USA,2008,6236.8,2008USA
USA,2009,4285.2,2009USA
USA,2010,2332.5,2010USA
USA,2011,1629.78,2011USA
USA,2012,-67.8,2012USA
USA,2013,714.38,2013USA
URY,1989,568,1989URY
URY,1991,464.8,1991URY
URY,1992,326.8,1992URY
URY,1993,241.1,1993URY
URY,1994,339.7,1994URY
URY,1995,258.4,1995URY
URY,1996,187.1,1996URY
URY,1997,223.5,1997URY
URY,1998,218.4,1998URY
URY,1999,143.1,1999URY
URY,2000,141.3,2000URY
URY,2001,152,2001URY
URY,2002,100.9,2002URY
URY,2003,129.4,2003URY
URY,2004,115.3,2004URY
URY,2005,119.1,2005URY
URY,2006,106.1,2006URY
URY,2007,55.7,2007URY
URY,2008,53.9,2008URY
URY,2009,36.8,2009URY
URY,2010,30.6,2010URY
URY,2011,23.62,2011URY
URY,2012,34.05,2012URY
URY,2013,15.47,2013URY
URY,2014,17.8,2014URY
UZB,1989,2537.3,1989UZB
UZB,1991,4.4,1991UZB
UZB,1993,675.7,1993UZB
UZB,1994,278.7,1994UZB
UZB,1995,304.4,1995UZB
UZB,1996,274.4,1996UZB
UZB,1997,57.9,1997UZB
UZB,1998,120.1,1998UZB
UZB,1999,53.1,1999UZB
UZB,2000,44.2,2000UZB
UZB,2001,18.1,2001UZB
UZB,2002,0.8,2002UZB
UZB,2003,2.3,2003UZB
UZB,2004,1.8,2004UZB
UZB,2005,3.5,2005UZB
UZB,2006,3.8,2006UZB
UZB,2007,0.1,2007UZB
UZB,2008,2.3,2008UZB
UZB,2009,1.8,2009UZB
UZB,2010,0.9,2010UZB
UZB,2011,4.14,2011UZB
UZB,2012,2.44,2012UZB
UZB,2013,4.58,2013UZB
VUT,1989,0,1989VUT
VUT,1991,0,1991VUT
VUT,1995,0.5,1995VUT
VUT,1996,0,1996VUT
VUT,1997,0.4,1997VUT
VUT,1998,0,1998VUT
VUT,1999,0,1999VUT
VUT,2000,0,2000VUT
VUT,2001,0,2001VUT
VUT,2002,0,2002VUT
VUT,2003,0,2003VUT
VUT,2004,0,2004VUT
VUT,2005,0,2005VUT
VUT,2006,0.1,2006VUT
VUT,2007,0.6,2007VUT
VUT,2008,1,2008VUT
VUT,2009,0.1,2009VUT
VUT,2010,0.5,2010VUT
VUT,2011,0.08,2011VUT
VUT,2012,0.06,2012VUT
VUT,2013,0.06,2013VUT
VUT,2014,0.04,2014VUT
VAT,1989,0.2,1989VAT
VAT,1991,0,1991VAT
VAT,2008,0.1,2008VAT
VAT,2009,0,2009VAT
VAT,2010,0,2010VAT
VAT,2011,0.02,2011VAT
VAT,2012,0,2012VAT
VAT,2013,0,2013VAT
VAT,2014,0,2014VAT
VEN,1989,3891.3,1989VEN
VEN,1990,4808.6,1990VEN
VEN,1991,4262.5,1991VEN
VEN,1992,4661.9,1992VEN
VEN,1993,3885.2,1993VEN
VEN,1994,3274,1994VEN
VEN,1995,5074.8,1995VEN
VEN,1996,3139.9,1996VEN
VEN,1997,3842.2,1997VEN
VEN,1998,3294.2,1998VEN
VEN,1999,5316.6,1999VEN
VEN,2000,2905.1,2000VEN
VEN,2001,2788.6,2001VEN
VEN,2002,1653,2002VEN
VEN,2003,1390.7,2003VEN
VEN,2004,3174.2,2004VEN
VEN,2005,1946,2005VEN
VEN,2006,2626.4,2006VEN
VEN,2007,146,2007VEN
VEN,2008,133.5,2008VEN
VEN,2009,165.3,2009VEN
VEN,2010,197.7,2010VEN
VEN,2011,165.07,2011VEN
VEN,2012,246.14,2012VEN
VEN,2013,139.89,2013VEN
VNM,1989,334.2,1989VNM
VNM,1991,430,1991VNM
VNM,1994,476.5,1994VNM
VNM,1995,700.1,1995VNM
VNM,1996,748.6,1996VNM
VNM,1997,790,1997VNM
VNM,1998,565,1998VNM
VNM,1999,466.2,1999VNM
VNM,2000,369.4,2000VNM
VNM,2001,353.7,2001VNM
VNM,2002,447.4,2002VNM
VNM,2003,404.6,2003VNM
VNM,2004,419.3,2004VNM
VNM,2005,458.7,2005VNM
VNM,2006,401.1,2006VNM
VNM,2007,298.2,2007VNM
VNM,2008,277.5,2008VNM
VNM,2009,289.3,2009VNM
VNM,2010,311.7,2010VNM
VNM,2011,292.87,2011VNM
VNM,2012,269.93,2012VNM
VNM,2013,252.85,2013VNM
VNM,2014,236.72,2014VNM
,1989,10522,
,1991,3468.2,
,1995,15510.6,
,1996,14077.5,
,1997,13068.7,
,1998,10232.7,
,1999,8671,
,2000,8299,
,2006,5979.3,
,2007,5534,
,2008,5364.1,
,2009,4096.4,
,2010,3473.39,
,2011,3598.22,
,2012,3826.31,
,2013,2946.12,
,1989,1988.2,
,1990,1504.4,
,1991,2675.8,
,1992,1884.7,
,1993,3588.9,
,1994,3613,
,1995,3560.9,
,1996,6394.2,
,1997,6574.9,
,1998,6495.7,
,1999,5751,
,2000,5665.9,
,2001,5071.7,
,2002,4578.8,
,2003,3695.6,
,2004,3078.6,
,2005,896.4,
,2006,906,
,2007,436.4,
,2008,589.8,
,2009,701.8,
,2010,672,
,2011,686.36,
,2012,729.81,
,2013,538.78,
,1989,128.4,
,1991,6.5,
,1995,54.8,
,1996,65.9,
,1997,150.5,
,1998,79.1,
,1999,55.9,
,2000,45.5,
,2001,34.5,
,2002,191.2,
,2003,26.6,
,2004,27.1,
,2005,20.1,
,2006,14.1,
,2007,15.5,
,2008,10.6,
,2009,45.2,
,2010,23.5,
,2011,26.37,
,2012,24.21,
,2013,22.06,
OWID_WRL,1989,1316294.6,1989OWID_WRL
OWID_WRL,1990,738815.6,1990OWID_WRL
OWID_WRL,1991,673441.2,1991OWID_WRL
OWID_WRL,1992,687962.2,1992OWID_WRL
OWID_WRL,1993,626345.1,1993OWID_WRL
OWID_WRL,1994,433194.8,1994OWID_WRL
OWID_WRL,1995,387046.8,1995OWID_WRL
OWID_WRL,1996,267992.5,1996OWID_WRL
OWID_WRL,1997,248869.7,1997OWID_WRL
OWID_WRL,1998,318250.4,1998OWID_WRL
OWID_WRL,1999,268225.8,1999OWID_WRL
OWID_WRL,2000,252201.3,2000OWID_WRL
OWID_WRL,2001,207099.7,2001OWID_WRL
OWID_WRL,2002,169428.8,2002OWID_WRL
OWID_WRL,2003,164590.4,2003OWID_WRL
OWID_WRL,2004,132105.3,2004OWID_WRL
OWID_WRL,2005,95591.9,2005OWID_WRL
OWID_WRL,2006,87156.2,2006OWID_WRL
OWID_WRL,2007,67083.6,2007OWID_WRL
OWID_WRL,2008,54077.3,2008OWID_WRL
OWID_WRL,2009,50818.45,2009OWID_WRL
OWID_WRL,2010,45527.99,2010OWID_WRL
OWID_WRL,2011,42618.99,2011OWID_WRL
OWID_WRL,2012,43003.63,2012OWID_WRL
OWID_WRL,2013,32450.38,2013OWID_WRL
OWID_WRL,2014,6922.26,2014OWID_WRL
YEM,1989,20.9,1989YEM
YEM,1991,27,1991YEM
YEM,1995,2563.8,1995YEM
YEM,1996,1925.4,1996YEM
YEM,1997,1581.1,1997YEM
YEM,1998,1279.6,1998YEM
YEM,1999,1238.7,1999YEM
YEM,2000,1253.4,2000YEM
YEM,2001,1236.2,2001YEM
YEM,2002,1135.8,2002YEM
YEM,2003,873.6,2003YEM
YEM,2004,856.8,2004YEM
YEM,2005,818.3,2005YEM
YEM,2006,535.3,2006YEM
YEM,2007,427.5,2007YEM
YEM,2008,431,2008YEM
YEM,2009,314.6,2009YEM
YEM,2010,178.19,2010YEM
YEM,2011,89.98,2011YEM
YEM,2012,112.94,2012YEM
YEM,2013,127.16,2013YEM
ZMB,1989,22.3,1989ZMB
ZMB,1990,34.6,1990ZMB
ZMB,1991,26.3,1991ZMB
ZMB,1992,31.8,1992ZMB
ZMB,1993,31.2,1993ZMB
ZMB,1994,64,1994ZMB
ZMB,1995,50.2,1995ZMB
ZMB,1996,60.9,1996ZMB
ZMB,1997,63.4,1997ZMB
ZMB,1998,57.7,1998ZMB
ZMB,1999,55.4,1999ZMB
ZMB,2000,53.2,2000ZMB
ZMB,2001,26.8,2001ZMB
ZMB,2002,24,2002ZMB
ZMB,2003,22.9,2003ZMB
ZMB,2004,22.2,2004ZMB
ZMB,2005,20.5,2005ZMB
ZMB,2006,13.3,2006ZMB
ZMB,2007,10.8,2007ZMB
ZMB,2008,6.9,2008ZMB
ZMB,2009,3.9,2009ZMB
ZMB,2010,11.2,2010ZMB
ZMB,2011,9.23,2011ZMB
ZMB,2012,8.8,2012ZMB
ZMB,2013,4.99,2013ZMB
ZMB,2014,4.4,2014ZMB
ZWE,1989,494.3,1989ZWE
ZWE,1991,390,1991ZWE
ZWE,1993,676.3,1993ZWE
ZWE,1994,907.1,1994ZWE
ZWE,1995,891.2,1995ZWE
ZWE,1996,901.3,1996ZWE
ZWE,1997,1051.3,1997ZWE
ZWE,1998,1249.6,1998ZWE
ZWE,1999,719.5,1999ZWE
ZWE,2000,524.9,2000ZWE
ZWE,2001,836.7,2001ZWE
ZWE,2002,345.8,2002ZWE
ZWE,2003,227.4,2003ZWE
ZWE,2004,303.4,2004ZWE
ZWE,2005,212.3,2005ZWE
ZWE,2006,229.4,2006ZWE
ZWE,2007,92.3,2007ZWE
ZWE,2008,37.3,2008ZWE
ZWE,2009,40.8,2009ZWE
ZWE,2010,29.3,2010ZWE
ZWE,2011,22.22,2011ZWE
ZWE,2012,16.2,2012ZWE
ZWE,2013,15.76,2013ZWE
ZWE,2014,13.32,2014ZWE
